year,city_id,city_name,province,source_destination_id,product_group,capacity_mtco2_per_year,allocation_weight,allocation_fraction,allocation_index,regional_capacity_mtco2_per_year,basis,real_data_flag,evidence_grade,source_table,source_url,notes
2023,NINGBO,Ningbo-Zhoushan,Zhejiang,EAST_CHEM_SH,methanol;carbon_monoxide;formic_acid_equivalent;ethylene,1.799141,0.95,0.09895833,chemical_demand_index,18.180794,regional_ethylene_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,NANJING,Nanjing,Jiangsu,EAST_CHEM_SH,methanol;carbon_monoxide;formic_acid_equivalent;ethylene,1.704449,0.9,0.09375,chemical_demand_index,18.180794,regional_ethylene_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,SUZHOU,Suzhou/Zhangjiagang,Jiangsu,EAST_CHEM_SH,methanol;carbon_monoxide;formic_acid_equivalent;ethylene,1.704449,0.9,0.09375,chemical_demand_index,18.180794,regional_ethylene_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,DONGYING,Dongying,Shandong,EAST_CHEM_SH,methanol;carbon_monoxide;formic_acid_equivalent;ethylene,1.515066,0.8,0.08333333,chemical_demand_index,18.180794,regional_ethylene_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,ZIBO,Zibo,Shandong,EAST_CHEM_SH,methanol;carbon_monoxide;formic_acid_equivalent;ethylene,1.609758,0.85,0.08854167,chemical_demand_index,18.180794,regional_ethylene_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,QINGDAO,Qingdao,Shandong,EAST_CHEM_SH,methanol;carbon_monoxide;formic_acid_equivalent;ethylene,1.515066,0.8,0.08333333,chemical_demand_index,18.180794,regional_ethylene_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,RIZHAO,Rizhao,Shandong,EAST_CHEM_SH,methanol;carbon_monoxide;formic_acid_equivalent;ethylene,1.325683,0.7,0.07291667,chemical_demand_index,18.180794,regional_ethylene_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,MAANSHAN,Maanshan,Anhui,EAST_CHEM_SH,methanol;carbon_monoxide;formic_acid_equivalent;ethylene,1.1363,0.6,0.0625,chemical_demand_index,18.180794,regional_ethylene_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,WUHUX,Wuhu,Anhui,EAST_CHEM_SH,methanol;carbon_monoxide;formic_acid_equivalent;ethylene,1.1363,0.6,0.0625,chemical_demand_index,18.180794,regional_ethylene_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,XIAMEN,Xiamen,Fujian,EAST_CHEM_SH,methanol;carbon_monoxide;formic_acid_equivalent;ethylene,1.325683,0.7,0.07291667,chemical_demand_index,18.180794,regional_ethylene_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,QUANZHOU,Quanzhou,Fujian,EAST_CHEM_SH,methanol;carbon_monoxide;formic_acid_equivalent;ethylene,1.515066,0.8,0.08333333,chemical_demand_index,18.180794,regional_ethylene_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,GUANGZHOU,Guangzhou,Guangdong,SOUTH_FUELS_GD,methanol;methane;sustainable_aviation_fuel,2.676436,1.0,0.17857143,fuel_demand_index,14.988042,regional_natural_gas_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 09-19,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,SHENZHEN,Shenzhen,Guangdong,SOUTH_FUELS_GD,methanol;methane;sustainable_aviation_fuel,2.676436,1.0,0.17857143,fuel_demand_index,14.988042,regional_natural_gas_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 09-19,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,HUIZHOU,Huizhou,Guangdong,SOUTH_FUELS_GD,methanol;methane;sustainable_aviation_fuel,2.408792,0.9,0.16071429,fuel_demand_index,14.988042,regional_natural_gas_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 09-19,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,ZHUHAI,Zhuhai,Guangdong,SOUTH_FUELS_GD,methanol;methane;sustainable_aviation_fuel,2.408792,0.9,0.16071429,fuel_demand_index,14.988042,regional_natural_gas_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 09-19,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,MAOMING,Maoming,Guangdong,SOUTH_FUELS_GD,methanol;methane;sustainable_aviation_fuel,2.408792,0.9,0.16071429,fuel_demand_index,14.988042,regional_natural_gas_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 09-19,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,ZHANJIANG,Zhanjiang,Guangdong,SOUTH_FUELS_GD,methanol;methane;sustainable_aviation_fuel,2.408792,0.9,0.16071429,fuel_demand_index,14.988042,regional_natural_gas_output_proxy,1,C,NBS China Statistical Yearbook 2024 Table 09-19,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,SHANGHAI,Shanghai,Shanghai,YANGTZE_MINERAL_HB,carbonate_product,3.214098,0.9,0.09183673,construction_material_demand_index,34.99796,regional_cement_output_concrete_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,NINGBO,Ningbo-Zhoushan,Zhejiang,YANGTZE_MINERAL_HB,carbonate_product,2.856976,0.8,0.08163265,construction_material_demand_index,34.99796,regional_cement_output_concrete_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,NANJING,Nanjing,Jiangsu,YANGTZE_MINERAL_HB,carbonate_product,2.856976,0.8,0.08163265,construction_material_demand_index,34.99796,regional_cement_output_concrete_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,SUZHOU,Suzhou/Zhangjiagang,Jiangsu,YANGTZE_MINERAL_HB,carbonate_product,2.856976,0.8,0.08163265,construction_material_demand_index,34.99796,regional_cement_output_concrete_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,WUHAN,Wuhan,Hubei,YANGTZE_MINERAL_HB,carbonate_product,3.57122,1.0,0.10204082,construction_material_demand_index,34.99796,regional_cement_output_concrete_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,HUANGSHI,Huangshi,Hubei,YANGTZE_MINERAL_HB,carbonate_product,3.214098,0.9,0.09183673,construction_material_demand_index,34.99796,regional_cement_output_concrete_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,MAANSHAN,Maanshan,Anhui,YANGTZE_MINERAL_HB,carbonate_product,3.214098,0.9,0.09183673,construction_material_demand_index,34.99796,regional_cement_output_concrete_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,WUHUX,Wuhu,Anhui,YANGTZE_MINERAL_HB,carbonate_product,2.856976,0.8,0.08163265,construction_material_demand_index,34.99796,regional_cement_output_concrete_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,CHANGSHA,Changsha,Hunan,YANGTZE_MINERAL_HB,carbonate_product,3.214098,0.9,0.09183673,construction_material_demand_index,34.99796,regional_cement_output_concrete_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,CHONGQING,Chongqing,Chongqing,YANGTZE_MINERAL_HB,carbonate_product,3.57122,1.0,0.10204082,construction_material_demand_index,34.99796,regional_cement_output_concrete_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
2023,CHENGDU,Chengdu,Sichuan,YANGTZE_MINERAL_HB,carbonate_product,3.57122,1.0,0.10204082,construction_material_demand_index,34.99796,regional_cement_output_concrete_proxy,1,C,NBS China Statistical Yearbook 2024 Table 13-13,https://www.stats.gov.cn/sj/ndsj/2024/indexeh.htm,Screening allocation from regional capacity to city demand index; replace with observed city product demand for final model.
