source_dataset,project-id,name,name-noneng,owner,parent,subnational,country-area1,status,start-year,capacity,capacity-display,capacity-by-status,tech-type,prod-type,latitude,longitude,Latitude,Longitude,url,all-countries,capacity-scaled,capacity-table,location-accuracy,location-display,name-search,owner-gem-id,owner-noneng,owner-search,parent-gem-id,parent-search,status-display,tracker-acro,tracker-custom,tracker-display,units-of-m
steel,P100000120268,Shanxi Gaoyi Steel Co Ltd,山西高义钢铁有限公司,Shanxi Gaoyi Steel Co Ltd,Shanxi Gaoyi Steel Co Ltd [100.0%],Shanxi,China,operating,1997,8161,8161.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '2700'}, {'status': 'operating', 'method': 'BF', 'capacity': '4001'}, {'status': 'retired', 'method': 'BF', 'capacity': '1460'}]",BF; BOF,Integrated (BF),35.586841,111.258436,35.586841,111.258436,https://www.gem.wiki/Shanxi_Gaoyi_Steel_Co_Ltd,China,8161,8161.0,exact,"Shanxi, China",Shanxi Gaoyi Steel Co Ltd,E100000123199,山西高义钢铁有限公司,Shanxi Gaoyi Steel Co Ltd,E100000123199 [100.0%],Shanxi Gaoyi Steel Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120080,Fujian Luoyuan Minguang Iron and Steel Co Ltd,福建罗源闽光钢铁有限责任公司,Fujian Luoyuan Minguang Iron & Steel Co Ltd,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],Fujian,China,operating,2014,8114,8114.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '2650'}, {'status': 'retired', 'method': 'BOF', 'capacity': '1800'}, {'status': 'operating', 'method': 'BF', 'capacity': '2330'}, {'status': 'retired', 'method': 'BF', 'capacity': '1334'}]",BF; BOF,Integrated (BF),26.483815,119.67105,26.483815,119.67105,https://www.gem.wiki/Fujian_Luoyuan_Minguang_Iron_and_Steel_Co_Ltd,China,8114,8114.0,exact,"Fujian, China",Fujian Luoyuan Minguang Iron and Steel Co Ltd,E100000123227,福建罗源闽光钢铁有限责任公司,Fujian Luoyuan Minguang Iron & Steel Co Ltd,E100000124862 [53.4%]; E100000132388 [46.6%],Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120156,Langfang Guangyuan Metalwork Co Ltd,廊坊市洸远金属制品有限公司,Langfang Guangyuan Metalwork Co Ltd,RiseSun Real Estate Development Co Ltd [99.8%]; unknown [0.2%],Hebei,China,retired,2007,8080,8080.0,"[{'status': 'retired', 'method': 'BOF', 'capacity': '4000'}, {'status': 'retired', 'method': 'BF', 'capacity': '4080'}]",BF; BOF,Integrated (BF),39.181466,116.838667,39.181466,116.838667,https://www.gem.wiki/Langfang_Guangyuan_Metalwork_Co_Ltd,China,8080,8080.0,exact,"Hebei, China",Langfang Guangyuan Metalwork Co Ltd,E100000126181,廊坊市洸远金属制品有限公司,Langfang Guangyuan Metalwork Co Ltd,E100000128787 [99.8%]; E100000132388 [0.2%],RiseSun Real Estate Development Co Ltd [99.8%]; unknown [0.2%],retired,GIST,GIST,Iron & Steel,ttpa
steel,P100000120173,Daye Special Steel Co Ltd,大冶特殊钢有限公司,Daye SPECIAL Steel Co Ltd,Citic Pacific Special Steel Group Co Ltd [100.0%],Hubei,China,operating,2007,8040,8040.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '2700'}, {'status': 'operating', 'method': 'EAF', 'capacity': '720'}, {'status': 'retired', 'method': 'EAF', 'capacity': '360'}, {'status': 'operating', 'method': 'BF', 'capacity': '3040'}, {'status': 'retired', 'method': 'BF', 'capacity': '1220'}]",BF; BOF; EAF,Integrated (BF),30.204603,115.125838,30.204603,115.125838,https://www.gem.wiki/Daye_Special_Steel_Co_Ltd,China,8040,8040.0,exact,"Hubei, China",Daye Special Steel Co Ltd,E100000126188,大冶特殊钢有限公司,Daye SPECIAL Steel Co Ltd,E100000128047 [100.0%],Citic Pacific Special Steel Group Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120339,Minyuan Iron and Steel Group Co Ltd,闽源钢铁集团有限公司,Minyuan Iron and Steel Group Co Ltd,natural person(s) [66.7%]; Fujian Mingfa Investment Co Ltd [33.3%],Henan,China,operating,2003,7900,7900.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '2700'}, {'status': 'retired', 'method': 'BOF', 'capacity': '1650'}, {'status': 'operating', 'method': 'BF', 'capacity': '2510'}, {'status': 'retired', 'method': 'BF', 'capacity': '1040'}]",BF; BOF,Integrated (BF),34.013369,116.422599,34.013369,116.422599,https://www.gem.wiki/Minyuan_Iron_and_Steel_Group_Co_Ltd,China,7900,7900.0,exact,"Henan, China",Minyuan Iron and Steel Group Co Ltd,E100000123185,闽源钢铁集团有限公司,Minyuan Iron and Steel Group Co Ltd,E100000123261 [66.7%]; E100000124295 [33.3%],natural person(s) [66.7%]; Fujian Mingfa Investment Co Ltd [33.3%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120114,Wu an Yuhua Iron and Steel Co Ltd,武安市裕华钢铁有限公司,Wuan Yuhua Steel Co Ltd,Jinan Iron & Steel Group Co Ltd [88.1%]; natural person(s) [11.9%],Hebei,China,operating pre-retirement,1988,7870,7870.0,"[{'status': 'retired', 'method': 'BOF', 'capacity': '1400'}, {'status': 'operating pre-retirement', 'method': 'BOF', 'capacity': '2700'}, {'status': 'retired', 'method': 'BF', 'capacity': '1950'}, {'status': 'operating pre-retirement', 'method': 'BF', 'capacity': '1820'}]",BF; BOF,Integrated (BF),36.731752,114.098377,36.731752,114.098377,https://www.gem.wiki/Wu_an_Yuhua_Iron_and_Steel_Co_Ltd,China,7870,7870.0,exact,"Hebei, China",Wu an Yuhua Iron and Steel Co Ltd,E100000126416,武安市裕华钢铁有限公司,Wuan Yuhua Steel Co Ltd,E100000126505 [88.1%]; E100000123261 [11.9%],Jinan Iron & Steel Group Co Ltd [88.1%]; natural person(s) [11.9%],operating pre-retirement,GIST,GIST,Iron & Steel,ttpa
steel,P100000120325,Hebei Taihang Iron and Steel Group Co Ltd,河北太行钢铁集团有限公司,Hebei Taihang Iron and Steel Group Co Ltd,Hebei Taihang Iron and Steel Group Co Ltd [100.0%],Hebei,China,operating,2021,7760,7760.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '3950'}, {'status': 'operating', 'method': 'BF', 'capacity': '3810'}]",BF; BOF,Integrated (BF),36.613716,114.082349,36.613716,114.082349,https://www.gem.wiki/Hebei_Taihang_Iron_and_Steel_Group_Co_Ltd,China,7760,7760.0,exact,"Hebei, China",Hebei Taihang Iron and Steel Group Co Ltd,E100000123223,河北太行钢铁集团有限公司,Hebei Taihang Iron and Steel Group Co Ltd,E100000123223 [100.0%],Hebei Taihang Iron and Steel Group Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120162,Shagang Group Anyang Yongxing Special Steel Co Ltd,沙钢集团安阳永兴特钢有限公司,Shagang Group Anyang Yongxing Iron & Steel Co Ltd,Hengde International Co Ltd [27.4%]; Jiangsu Shagang Group Co Ltd [21.3%]; Zhangjiagang Free Trade Zone Rongrun Trade Co Ltd [16.8%]; unknown [12.4%]; Zhangjiagang Free Trade Zone Qianxing Investment Trade Co Ltd [10.5%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [6.4%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [5.2%],Henan,China,operating,1993,7728,7728.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '2600'}, {'status': 'operating', 'method': 'BF', 'capacity': '1264'}, {'status': 'construction', 'method': 'BF', 'capacity': '1264'}, {'status': 'retired', 'method': 'BF', 'capacity': '1136'}, {'status': 'operating pre-retirement', 'method': 'BF', 'capacity': '1464'}]",BF; BOF,Integrated (BF),36.143573,114.149964,36.143573,114.149964,https://www.gem.wiki/Shagang_Group_Anyang_Yongxing_Special_Steel_Co_Ltd,China,7728,7728.0,exact,"Henan, China",Shagang Group Anyang Yongxing Special Steel Co Ltd,E100000126826,沙钢集团安阳永兴特钢有限公司,Shagang Group Anyang Yongxing Iron & Steel Co Ltd,E100000125940 [27.4%]; E100000122410 [21.3%]; E100000128493 [16.8%]; E100000132388 [12.4%]; E100000128710 [10.5%]; E100000124037 [6.4%]; E100000124038 [5.2%],Hengde International Co Ltd [27.4%]; Jiangsu Shagang Group Co Ltd [21.3%]; Zhangjiagang Free Trade Zone Rongrun Trade Co Ltd [16.8%]; unknown [12.4%]; Zhangjiagang Free Trade Zone Qianxing Investment Trade Co Ltd [10.5%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [6.4%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [5.2%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120249,Shandong Fulun Iron and Steel Co Ltd,山东富伦钢铁有限公司,Fulun Iron & Steel Co Ltd,Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],Shandong,China,operating,2003-07-03,7700,7700.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '2700'}, {'status': 'operating', 'method': 'BF', 'capacity': '4500'}, {'status': 'operating pre-retirement', 'method': 'BF', 'capacity': '500'}]",BF; BOF,Integrated (BF),36.308447,117.540425,36.308447,117.540425,https://www.gem.wiki/Shandong_Fulun_Iron_and_Steel_Co_Ltd,China,7700,7700.0,exact,"Shandong, China",Shandong Fulun Iron and Steel Co Ltd,E100000126317,山东富伦钢铁有限公司,Fulun Iron & Steel Co Ltd,E100000128405 [93.3%]; E100000132388 [6.7%],Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120299,WISCO Group Kunming Steel Co Ltd New District Branch,武钢集团昆明钢铁股份有限公司新区分公司,WISCO Group Kunming Steel Co Ltd,WISCO Group Kunming Steel Co Ltd [100.0%],Yunnan,China,operating,2012-04-23,7606,7606.0,"[{'status': 'announced', 'method': 'BOF', 'capacity': '3200'}, {'status': 'operating pre-retirement', 'method': 'BOF', 'capacity': '2276'}, {'status': 'operating', 'method': 'BF', 'capacity': '2130'}]",BF; BOF,Integrated (BF),24.953261,102.378082,24.953261,102.378082,https://www.gem.wiki/WISCO_Group_Kunming_Steel_Co_Ltd_New_District_Branch,China,7606,7606.0,exact,"Yunnan, China",WISCO Group Kunming Steel Co Ltd New District Branch,E100001012225,武钢集团昆明钢铁股份有限公司安宁分公司,WISCO Group Kunming Steel Co Ltd,E100001012225 [100.0%],WISCO Group Kunming Steel Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120158,Jianlong Xilin Iron and Steel Co Ltd,西林钢铁集团有限公司,Jianlong Xilin Iron and Steel Co Ltd,Beijing Jianlong Investment Co Ltd [87.6%]; unknown [12.4%],Heilongjiang,China,operating,1966,7600,7600.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '4200'}, {'status': 'operating', 'method': 'BF', 'capacity': '3400'}]",BF; BOF,Integrated (BF),47.495036,129.287919,47.495036,129.287919,https://www.gem.wiki/Jianlong_Xilin_Iron_and_Steel_Co_Ltd,China,7600,7600.0,exact,"Heilongjiang, China",Jianlong Xilin Iron and Steel Co Ltd,E100000127058,建龙西林钢铁有限公司,Jianlong Xilin Iron and Steel Co Ltd,E100000000155 [87.6%]; E100000132388 [12.4%],Beijing Jianlong Investment Co Ltd [87.6%]; unknown [12.4%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120137,Hebei Xinjin Iron and Steel Co Ltd,河北新武安钢铁集团新金钢铁有限公司,Hebei Xinjin Iron and Steel Co Ltd,WEALTH GROUP INVESTMENT LIMITED [78.0%]; Wu'an Hongji Investment Co Ltd [12.7%]; unknown [4.1%],Hebei,China,operating,1993,7580,7580.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '2700'}, {'status': 'retired', 'method': 'BOF', 'capacity': '600'}, {'status': 'operating', 'method': 'BF', 'capacity': '3240'}, {'status': 'retired', 'method': 'BF', 'capacity': '1040'}]",BF; BOF,Integrated (BF),36.715632,114.208992,36.715632,114.208992,https://www.gem.wiki/Hebei_Xinjin_Iron_and_Steel_Co_Ltd,China,7580,7580.0,exact,"Hebei, China",Hebei Xinjin Iron and Steel Co Ltd,E100000123172,河北新金钢铁有限公司,Hebei Xinjin Iron and Steel Co Ltd,E100000126029 [78.0%]; E100000124067 [12.7%]; E100000132388 [4.1%],WEALTH GROUP INVESTMENT LIMITED [78.0%]; Wu'an Hongji Investment Co Ltd [12.7%]; unknown [4.1%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120144,Tangshan Guoyi Special Type Iron and Steel Co Ltd,唐山国义特种钢铁有限公司,Tangshan GUOYI SPECIAL Steel Co Ltd,Tangshan GUOYI SPECIAL Steel Co Ltd [100.0%],Hebei,China,retired,2006,7530,7530.0,"[{'status': 'retired', 'method': 'BOF', 'capacity': '4050'}, {'status': 'retired', 'method': 'BF', 'capacity': '3480'}]",BF; BOF,Integrated (BF),39.659153,118.411488,39.659153,118.411488,https://www.gem.wiki/Tangshan_Guoyi_Special_Type_Iron_and_Steel_Co_Ltd,China,7530,7530.0,exact,"Hebei, China",Tangshan Guoyi Special Type Iron and Steel Co Ltd,E100000126403,唐山国义特种钢铁有限公司,Tangshan GUOYI SPECIAL Steel Co Ltd,E100000126403 [100.0%],Tangshan GUOYI SPECIAL Steel Co Ltd [100.0%],retired,GIST,GIST,Iron & Steel,ttpa
steel,P100000120241,Shandong Guangfu Group Co Ltd,山东广富集团有限公司,Shandong Guangfu Group Co Ltd,natural person(s) [89.3%]; Shandong Chaote High End Equipment Technology Co Ltd [10.7%],Shandong,China,retired,1983,7460,7460.0,"[{'status': 'retired', 'method': 'BOF', 'capacity': '2850'}, {'status': 'retired', 'method': 'EAF', 'capacity': '1110'}, {'status': 'retired', 'method': 'BF', 'capacity': '3500'}]",BF; BOF; EAF,Integrated (BF),36.863145,117.616918,36.863145,117.616918,https://www.gem.wiki/Shandong_Guangfu_Group_Co_Ltd,China,7460,7460.0,exact,"Shandong, China",Shandong Guangfu Group Co Ltd,E100000122786,山东广富集团有限公司,Shandong Guangfu Group Co Ltd,E100000123261 [89.3%]; E100000123774 [10.7%],natural person(s) [89.3%]; Shandong Chaote High End Equipment Technology Co Ltd [10.7%],retired,GIST,GIST,Iron & Steel,ttpa
steel,P100000120318,Hubei Jinshenglan Metallurgical Technology Co Ltd,湖北金盛兰冶金科技有限公司,Hubei Jinshenglan Metallurgical Technology Co Ltd,natural person(s) [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],Hubei,China,operating,2016,7450,7450.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '3250'}, {'status': 'announced', 'method': 'BOF', 'capacity': '1200'}, {'status': 'operating', 'method': 'BF', 'capacity': '3000'}]",BF; BOF,Integrated (BF),29.916729,113.822921,29.916729,113.822921,https://www.gem.wiki/Hubei_Jinshenglan_Metallurgical_Technology_Co_Ltd,China,7450,7450.0,exact,"Hubei, China",Hubei Jinshenglan Metallurgical Technology Co Ltd,E100000123176,湖北金盛兰冶金科技有限公司,Hubei Jinshenglan Metallurgical Technology Co Ltd,E100000123261 [62.6%]; E100000124849 [9.1%]; E100000124850 [6.8%]; E100000124851 [4.9%]; E100000124852 [4.2%]; E100000124853 [3.6%]; E100000124854 [2.5%]; E100000124855 [2.4%]; E100000124856 [1.9%]; E100000132388 [1.9%],natural person(s) [62.6%]; Yuncheng Investment (Fujian) Co Ltd [9.1%]; Fujian Yongxinqi Investment Co Ltd [6.8%]; Fujian Taisong Investment Co Ltd [4.9%]; Fujian Jinkun Investment Co Ltd [4.2%]; Fuzhou Deyu Investment Co Ltd [3.6%]; Fujian Qikun Investment Co Ltd [2.5%]; Fujian Hongyao Investment Co Ltd [2.4%]; Fujian Shunle Investment Co Ltd [1.9%]; unknown [1.9%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120155,Xinji Aosen Iron and Steel Group Co Ltd,辛集市澳森钢铁有限公司,Xinji AOSEN Steel Group Co Ltd,Xinji AOSEN Steel Group Co Ltd [100.0%],Hebei,China,operating,2002,7390,7390.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '3600'}, {'status': 'operating', 'method': 'BF', 'capacity': '3130'}, {'status': 'retired', 'method': 'BF', 'capacity': '660'}]",BF; BOF,Integrated (BF),37.752351,115.184798,37.752351,115.184798,https://www.gem.wiki/Xinji_Aosen_Iron_and_Steel_Group_Co_Ltd,China,7390,7390.0,exact,"Hebei, China",Xinji Aosen Iron and Steel Group Co Ltd,E100000123213,辛集市澳森特钢集团有限公司,Xinji AOSEN Steel Group Co Ltd,E100000123213 [100.0%],Xinji AOSEN Steel Group Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120261,Shanxi Xintai Iron and Steel Co Ltd,山西新泰钢铁有限公司,Shanxi Xintai Iron & Steel Co Ltd,Shanxi Antai Holding Group Co Ltd [100.0%],Shanxi,China,operating,2005-05-30,7385,7385.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '3000'}, {'status': 'operating', 'method': 'BF', 'capacity': '1150'}, {'status': 'announced', 'method': 'BF', 'capacity': '1585'}, {'status': 'mothballed', 'method': 'BF', 'capacity': '550'}, {'status': 'operating pre-retirement', 'method': 'BF', 'capacity': '1100'}]",BF; BOF,Integrated (BF),37.075017,111.985148,37.075017,111.985148,https://www.gem.wiki/Shanxi_Xintai_Iron_and_Steel_Co_Ltd,China,7385,7385.0,exact,"Shanxi, China",Shanxi Xintai Iron and Steel Co Ltd,E100000127010,山西新泰钢铁有限公司,Shanxi Xintai Iron & Steel Co Ltd,E100000127791 [100.0%],Shanxi Antai Holding Group Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120095,Guangxi Guigang Iron and Steel Group Co Ltd,广西贵港钢铁集团,Guangxi Guigang Iron and Steel Group Co Ltd,natural person(s) [44.0%]; Guigang Helong Investment Partnership LP [41.8%]; Guigang Herun Investment Partnership LP [12.5%]; unknown [1.7%],Guangxi,China,operating,2003,7226,7226.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '1400'}, {'status': 'mothballed', 'method': 'BOF', 'capacity': '1100'}, {'status': 'announced', 'method': 'BF', 'capacity': '1323'}, {'status': 'cancelled', 'method': 'BF', 'capacity': '1743'}, {'status': 'operating pre-retirement', 'method': 'BF', 'capacity': '1660'}]",BOF; BF,Integrated (BF),23.088182,109.634638,23.088182,109.634638,https://www.gem.wiki/Guangxi_Guigang_Iron_and_Steel_Group_Co_Ltd,China,7226,7226.0,exact,"Guangxi, China",Guangxi Guigang Iron and Steel Group Co Ltd,E100000123225,广西贵港钢铁集团有限公司,Guangxi Guigang Iron and Steel Group Co Ltd,E100000123261 [44.0%]; E100000123900 [41.8%]; E100000123901 [12.5%]; E100000132388 [1.7%],natural person(s) [44.0%]; Guigang Helong Investment Partnership LP [41.8%]; Guigang Herun Investment Partnership LP [12.5%]; unknown [1.7%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120310,Yancheng Lianxin Iron and Steel Co Ltd,江苏盐城联鑫钢铁公司,Yancheng Lianxin Steel Co Ltd,Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],Jiangsu,China,operating,1958,7160,7160.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '2410'}, {'status': 'announced', 'method': 'EAF', 'capacity': '750'}, {'status': 'operating pre-retirement', 'method': 'EAF', 'capacity': '790'}, {'status': 'operating', 'method': 'BF', 'capacity': '3210'}]",BF; BOF; EAF,Integrated (BF),33.211332,120.774892,33.211332,120.774892,https://www.gem.wiki/Yancheng_Lianxin_Iron_and_Steel_Co_Ltd,China,7160,7160.0,exact,"Jiangsu, China",Yancheng Lianxin Iron and Steel Co Ltd,E100000126645,盐城市联鑫钢铁有限公司,Yancheng Lianxin Steel Co Ltd,E100000128098 [80.4%]; E100000123261 [19.6%],Huachuang Jiangsu Investment Co Ltd [80.4%]; natural person(s) [19.6%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120070,Anhui Changjiang Steel Co Ltd,龙山桥钢铁总厂,Anhui Changjiang Steel Co Ltd,Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],Anhui,China,operating,2003,7140,7140.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '2700'}, {'status': 'operating', 'method': 'EAF', 'capacity': '1100'}, {'status': 'operating', 'method': 'BF', 'capacity': '3340'}]",BF; BOF; EAF,Integrated (BF),31.502272,118.465162,31.502272,118.465162,https://www.gem.wiki/Anhui_Changjiang_Steel_Co_Ltd,China,7140,7140.0,exact,"Anhui, China",Anhui Changjiang Steel Co Ltd,E100000123155,安徽长江钢铁股份有限公司,Anhui Changjiang Steel Co Ltd,E100000123737 [55.0%]; E100000123261 [37.2%]; E100000132388 [7.8%],Maanshan Iron & Steel Co Ltd [55.0%]; natural person(s) [37.2%]; unknown [7.8%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120168,Henan Yaxin Iron and Steel Group Co Ltd,河南亚新钢铁集团有限公司,Henan YAXIN Steel Industry Co Ltd,Henan YAXIN Steel Industry Co Ltd [100.0%],Henan,China,operating,2003,7070,7070.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '1000'}, {'status': 'construction', 'method': 'BOF', 'capacity': '1600'}, {'status': 'operating pre-retirement', 'method': 'BOF', 'capacity': '1000'}, {'status': 'operating', 'method': 'BF', 'capacity': '700'}, {'status': 'announced', 'method': 'BF', 'capacity': '1370'}, {'status': 'operating pre-retirement', 'method': 'BF', 'capacity': '1400'}]",BF; BOF,Integrated (BF),35.879956,114.334825,35.879956,114.334825,https://www.gem.wiki/Henan_Yaxin_Iron_and_Steel_Group_Co_Ltd,China,7070,7070.0,exact,"Henan, China",Henan Yaxin Iron and Steel Group Co Ltd,E100000127122,河南亚新钢铁集团有限公司,Henan YAXIN Steel Industry Co Ltd,E100000127122 [100.0%],Henan YAXIN Steel Industry Co Ltd [100.0%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000120255,Shandong Laigang Yongfeng Steel Co Ltd,山东莱钢永锋钢铁有限公司,Shandong Laigang Yongfeng Steel Corp,Qihe Zhongxin Investment Co Ltd [55.5%]; Shandong Iron and Steel Group Co Ltd [24.1%]; Yongfeng Group Co Ltd [10.1%]; Shandong Guohui Investment Co Ltd [6.9%]; Shandong Caixin Asset Operation Co Ltd [3.4%],Shandong,China,retired,2002-06-13,7060,7060.0,"[{'status': 'retired', 'method': 'BOF', 'capacity': '2700'}, {'status': 'retired', 'method': 'BF', 'capacity': '4360'}]",BF; BOF,Integrated (BF),36.7993,116.8026,36.7993,116.8026,https://www.gem.wiki/Shandong_Laigang_Yongfeng_Steel_Co_Ltd,China,7060,7060.0,exact,"Shandong, China",Shandong Laigang Yongfeng Steel Co Ltd,E100000123803,山东莱钢永锋钢铁有限公司,Shandong Laigang Yongfeng Steel Corp,E100000124596 [55.5%]; E100000124598 [24.1%]; E100000124595 [10.1%]; E100000124585 [6.9%]; E100000124453 [3.4%],Qihe Zhongxin Investment Co Ltd [55.5%]; Shandong Iron and Steel Group Co Ltd [24.1%]; Yongfeng Group Co Ltd [10.1%]; Shandong Guohui Investment Co Ltd [6.9%]; Shandong Caixin Asset Operation Co Ltd [3.4%],retired,GIST,GIST,Iron & Steel,ttpa
steel,P100000120235,Shaanxi Steel Group Hanzhong Iron and Steel Co Ltd,陕西汉中汉江钢铁(集团)股份有限公司,Shangang Group Hanzhong Iron & Steel Co Ltd,Shaanxi Coal and Chemical Industry Co Ltd [85.8%]; Hanzhong Investment Holding Group Co Ltd [8.9%]; unknown [5.3%],Shaanxi,China,operating,2009-06-25,7040,7040.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '3000'}, {'status': 'operating', 'method': 'BF', 'capacity': '4040'}]",BF; BOF,Integrated (BF),33.133192,106.671859,33.133192,106.671859,https://www.gem.wiki/Shaanxi_Steel_Group_Hanzhong_Iron_and_Steel_Co_Ltd,China,7040,7040.0,exact,"Shaanxi, China",Shaanxi Steel Group Hanzhong Iron and Steel Co Ltd,E100000123197,陕钢集团汉中钢铁有限责任公司,Shangang Group Hanzhong Iron & Steel Co Ltd,E100001000403 [85.8%]; E100000124716 [8.9%]; E100000132388 [5.3%],Shaanxi Coal and Chemical Industry Co Ltd [85.8%]; Hanzhong Investment Holding Group Co Ltd [8.9%]; unknown [5.3%],operating,GIST,GIST,Iron & Steel,ttpa
steel,P100000121052,Ningxia Jianlong Special Steel Co Ltd,宁夏建龙特钢有限公司,Ningxia Jianlong Special Steel Co Ltd,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],Ningxia,China,operating,2012-04-18,7001,7001.0,"[{'status': 'operating', 'method': 'BOF', 'capacity': '3500'}, {'status': 'operating', 'method': 'BF', 'capacity': '3501'}]",BF; BOF,Integrated (BF),39.215452,106.688294,39.215452,106.688294,https://www.gem.wiki/Ningxia_Jianlong_Special_Steel_Co_Ltd,China,7001,7001.0,exact,"Ningxia, China",Ningxia Jianlong Special Steel Co Ltd,E100000126270,宁夏建龙特钢有限公司,Ningxia Jianlong Special Steel Co Ltd,E100000000155 [90.2%]; E100000132388 [9.8%],Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],operating,GIST,GIST,Iron & Steel,ttpa
