change,locode,name,name_wo_diacritics,subdivision,function,status,date,iata,coordinates,remarks,latitude,longitude,is_water_port
,CNARS,Aershan,Aershan,NM,--3-----,AS,1401,,,,,,0
,CNAHK,Aheitubieke,Aheitubieke,XJ,--3-----,AS,1401,,,,,,0
,CNAID,Aidian,Aidian,GX,--3-----,AS,1601,,2149N 10701E,,21.816667,107.016667,0
,CNAKU,Aksu,Aksu,XJ,---4----,RL,1401,,3840N 07540E,,38.666667,75.666667,0
,CNAKL,Alatawshankou,Alatawshankou,XJ,-23---7-,AS,1601,,4511N 08226E,,45.183333,82.433333,0
,CNAAT,Altay,Altay,XJ,-234----,RL,2107,,4752N 08807E,,47.866667,88.116667,0
=,CN,Amoy = Xiamen Gaoqi International Apt,Amoy = Xiamen Gaoqi International Apt,,,,,,,,,,0
,CNANJ,Anji,Anji,ZJ,--3--6--,AS,2001,,3038N 11940E,,30.633333,119.666667,0
,CNAKA,Ankang,Ankang,SN,-234----,RL,2107,,,,,,0
,CNANN,Anning,Anning,YN,-23-----,RL,0607,,2454N 10229E,,24.900000,102.483333,0
,CNANP,Anping,Anping,LN,-2------,RL,1401,,4109N 12305E,,41.150000,123.083333,0
,CNAPP,Anpu,Anpu,GD,1-------,RL,1401,,2123N 10950E,,21.383333,109.833333,1
,CNAQG,Anqing,Anqing,AH,123-----,AS,2107,,3031N 11702E,,30.516667,117.033333,1
,CNANQ,Anqiu,Anqiu,SD,1-3-----,RL,0601,,3625N 11911E,,36.416667,119.183333,1
,CNASN,Anshan,Anshan,LN,-2------,AS,1601,,4107N 12300E,,41.116667,123.000000,0
,CNAOG,Anshan Teng'ao Apt,Anshan Teng'ao Apt,LN,---4-6--,RL,1401,,4110N 12302E,,41.166667,123.033333,0
,CNANS,Anshun,Anshun,GZ,-23-----,RL,0501,,2615N 10556E,,26.250000,105.933333,0
,CNANT,Anting,Anting,SH,1----6--,RL,1107,,3118N 12109E,,31.300000,121.150000,1
,CNANX,"Anxi,Quanzhou","Anxi,Quanzhou",FJ,-23--6--,,2307,,2504N 11812E,,25.066667,118.200000,0
,CNAYS,Anyang,Anyang,HA,-----6--,AS,1407,,,,,,0
,CNAJG,Aojiang Pt,Aojiang Pt,ZJ,1-------,AS,1401,,2735N 12027E,,27.583333,120.450000,1
,CNASW,Aoshanwei,Aoshanwei,SD,1----6--,RQ,1001,,3621N 12040E,,36.350000,120.666667,1
,CNART,Arhaxat,Arhaxat,NM,--3-----,AS,1401,,,,,,0
,CNASM,Asjman,Asjman,11,--3-----,RQ,0901,,,,,,0
,CNBCO,Bacao,Bacao,GZ,1-------,RL,1401,,2528N 10547E,,25.466667,105.783333,1
,CNBDG,Badong,Badong,HB,1-------,RL,1401,,3102N 11023E,,31.033333,110.383333,1
,CNBGG,Bagong,Bagong,GZ,--3-----,RL,0607,,2658N 10840E,,26.966667,108.666667,0
,CNBAH,Bahe,Bahe,HB,1-------,RL,1401,,,,,,1
,CNBCG,Baiceng,Baiceng,GZ,1-------,RL,1401,,2526N 10548E,,25.433333,105.800000,1
¦,CNBAI,Baicheng,Baicheng,JL,-23-----,RL,2407,,4537N 12250E,coordinates,45.616667,122.833333,0
,CNBLO,Bailuo,Bailuo,HB,1-------,RL,1401,,,,,,1
,CNBMJ,Baimajing,Baimajing,HI,1-3-----,RL,1401,,1942N 10913E,,19.700000,109.216667,1
,CNIMA,Baimao,Baimao,SD,1-------,RL,1401,,3501N 11836E,,35.016667,118.600000,1
,CNBSE,Baise,Baise,GX,1-------,RL,1401,,,,,,1
¦,CNBSH,Baishan,Baishan,JL,-23--6--,RL,2407,,4156N 12625E,coordinates,41.933333,126.416667,0
,CNBSI,Baishi,Baishi,HL,1-------,RL,1401,,,,,,1
,CNBYG,Baiyang,Baiyang,HB,1-------,RL,1401,,3026N 11131E,,30.433333,111.516667,1
,CNBYU,Baiyun,Baiyun,GD,--3-----,RL,1401,,2515N 11404E,,25.250000,114.066667,0
,CNBKT,Baketu,Baketu,XJ,--3-----,AS,1401,,,,,,0
,CNBLI,Bali,Bali,HB,1-------,RL,1401,,,,,,1
,CNBPX,Bangda,Bangda,XZ,---4----,RL,0907,,3033N 09707E,,30.550000,97.116667,0
,CNBON,Bao'an,Bao'an,GD,--3-----,RL,0307,,2455N 11223E,,24.916667,112.383333,0
,CNBDZ,Baoding,Baoding,HE,-----6--,AS,1401,,3851N 11530E,,38.850000,115.500000,0
,CNBOJ,Baoji,Baoji,SN,-----6--,AS,1401,,3422N 10709E,,34.366667,107.150000,0
,CNBQI,Baoqing,Baoqing,HL,-----6--,RL,1107,,4619N 13212E,,46.316667,132.200000,0
,CNBAN,Baoshan,Baoshan,YN,--3-----,AS,1501,,2507N 09909E,,25.116667,99.150000,0
,CNBSD,Baoshan Pt,Baoshan Pt,SH,1-------,AS,1601,,3125N 12129E,,31.416667,121.483333,1
,CNBOT,Baotou,Baotou,NM,-----6--,AS,1601,,4039N 10949E,,40.650000,109.816667,0
,CNBYI,Baoying,Baoying,32,--3-----,RL,0901,,3313N 11918E,,33.216667,119.300000,0
,CNBSP,Basuo Pt,Basuo Pt,HI,1-------,AS,1407,,1900N 10837E,,19.000000,108.616667,1
,CNBAU,Baxu,Baxu,JS,1-------,RL,1401,,,,,,1
,CNBYA,Bayan,Bayan,HL,1-------,RL,1401,,4605N 12724E,,46.083333,127.400000,1
,CNBYO,Bayan Obo,Bayan Obo,NM,-2------,RL,1401,,4146N 10958E,,41.766667,109.966667,0
¦,CNRLK,Bayannur,Bayannur,NM,-234-6--,AA,2407,,4044N 10722E,,40.733333,107.366667,0
,CNBSX,Bayin,Bayin,NM,-23-----,RL,1401,,3633N 10412E,,36.550000,104.200000,0
,CNBYQ,Bayuquan,Bayuquan,LN,1-------,AS,1407,,,,,,1
,CNBAZ,Bazhou,Bazhou,13,--3-----,RL,0901,,3906N 11623E,,39.100000,116.383333,0
,CNBIC,Beicun,Beicun,GD,1-------,AS,1401,,,,,,1
,CNBHY,Beihai,Beihai,GX,-234----,AS,2107,,2132N 10917E,,21.533333,109.283333,0
,CNBIH,Beihai Pt,Beihai Pt,GX,1-------,AS,1601,,2128N 10907E,,21.466667,109.116667,1
,CNBIJ,Beijiao,Beijiao,GD,1-------,AS,1601,,2255N 11312E,,22.916667,113.200000,1
,CNBJO,Beijiao,Beijiao,FJ,--3-----,RL,0907,,2621N 11955E,,26.350000,119.916667,0
,CNBJS,Beijing,Beijing,BJ,-23456--,AS,1601,,3955N 11624E,,39.916667,116.400000,0
,CNBJZ,Beijing Railway Station,Beijing Railway Station,BJ,-2------,AS,1601,,,,,,0
,CNPEK,Beijing Shoudu International Apt,Beijing Shoudu International Apt,BJ,---4----,AS,1601,,,,,,0
,CNBJD,Beijingdong Railway Station,Beijingdong Railway Station,BJ,-2------,AS,1601,,,,,,0
,CNBJX,Beijingxi Railway Station,Beijingxi Railway Station,BJ,-2------,AS,1601,,,,,,0
,CNBLU,Beiliu,Beiliu,SX,--3-----,RL,0601,,3529N 11233E,,35.483333,112.550000,0
,CNBEI,Beilun,Beilun,ZJ,1-3-----,RQ,0407,,2956N 12153E,,29.933333,121.883333,1
,CNBLG,Beilun Pt,Beilun Pt,ZJ,1-------,AS,1407,,,,,,1
,CNSXB,Beitan,Beitan,GD,1-------,AS,1407,,2122N 11015E,,21.366667,110.250000,1
,CNBIY,Beiyao,Beiyao,GD,1-------,RL,1401,,,,,,1
,CNBZN,Beizhen,Beizhen,21,-----6--,RL,0901,,4126N 12143E,,41.433333,121.716667,0
,CNBBU,Bengbu,Bengbu,AH,-----6--,AS,1401,,3256N 11721E,,32.933333,117.350000,0
,CNBXS,Benxi,Benxi,LN,-----6--,AS,1407,,,,,,0
,CNPHB,Bijia,Bijia,GD,1-------,AS,1407,,2237N 11451E,,22.616667,114.850000,1
,CNBCA,Binchuan,Binchuan,YN,--3-----,RL,0607,,2549N 10034E,,25.816667,100.566667,0
,CNBHX,Binhai,Binhai,JS,1-------,AS,1601,,3343N 11937E,,33.716667,119.616667,1
,CNBYN,Binyang,Binyang,FJ,123-----,RL,1401,,2715N 12020E,,27.250000,120.333333,1
,CNBIN,Binzhou,Binzhou,SD,--3-----,RL,9901,,,,,,0
,CNBOA,Boao,Boao,HI,1-------,RL,1401,,,,,,1
,CNBOB,Bobai,Bobai,45,--3-----,RL,0901,,2216N 10958E,,22.266667,109.966667,0
,CNDBX,Bohe,Bohe,GD,1-------,AS,1407,,2131N 11100E,,21.516667,111.000000,1
,CNBOO,Boluo,Boluo,GD,-23-----,RL,0907,,2310N 11416E,,23.166667,114.266667,0
,CNBOS,Bose,Bose,45,--3-----,RL,0901,,2353N 10636E,,23.883333,106.600000,0
,CNBXI,Boxing,Boxing,37,--3-----,RL,0901,,3708N 11805E,,37.133333,118.083333,0
,CNBZG,Bozhong,Bozhong,TJ,1-----7-,AS,1401,,3827N 11826E,,38.450000,118.433333,1
,CNBOZ,Bozhou,Bozhou,34,--3-----,RL,0901,,3352N 11546E,,33.866667,115.766667,0
,CNBHE,Buhe,Buhe,HB,1-------,RL,1401,,,,,,1
,CNBUJ,Buji,Buji,GD,-23-----,RL,9805,,,,,,0
,CNBUR,Burang,Burang,XZ,--3-----,AS,1601,,,,,,0
,CNBRJ,Burqin,Burqin,XJ,--3-----,RL,1401,,4743N 08653E,,47.716667,86.883333,0
,CNCYB,Caiyuanba,Caiyuanba,CQ,--3-----,RL,1401,,,,,,0
,CNCGN,Cangnan,Cangnan,ZJ,--3-----,RQ,1001,,2730N 12023E,,27.500000,120.383333,0
,CNGSA,Cangshan,Cangshan,SD,1-3-----,RL,0601,,3451N 11803E,,34.850000,118.050000,1
,CNCGW,Cangwu,Cangwu,GX,1-3-----,RL,1401,,2329N 11119E,,23.483333,111.316667,1
,CNCGX,Cangxi,Cangxi,51,--3-----,RL,0901,,3143N 10555E,,31.716667,105.916667,0
,CNCGY,Cangyuan,Cangyuan,YN,--3-----,AS,1401,,2310N 09913E,,23.166667,99.216667,0
,CNCZZ,Cangzhou,Cangzhou,HE,-----6--,AS,1401,,3818N 11652E,,38.300000,116.866667,0
=,CN,Canton = Guangzhou Baiyun International Apt,Canton = Guangzhou Baiyun International Apt,,,,,,,,,,0
,CNCFD,Caofeidian Pt,Caofeidian Pt,HE,1-------,AS,1401,,3857N 11832E,,38.950000,118.533333,1
,CNCJG,Caojing,Caojing,SH,1-3-----,RL,0401,,3047N 12124E,,30.783333,121.400000,1
,CNCEK,Ceke,Ceke,NM,--3-----,AS,1401,,4228N 10109E,,42.466667,101.150000,0
,CNCEX,Cenxi,Cenxi,45,--3-----,RL,0901,,2254N 11049E,,22.900000,110.816667,0
,CNCAW,Chaiwan,Chaiwan,JS,--3-----,RL,0507,,3228N 12033E,,32.466667,120.550000,0
,CNCHO,Chang on,Chang on,GD,0-------,RQ,9705,,,,,,0
,CNFKC,Changan,Changan,GD,-----6--,RQ,0907,,2353N 11154E,,23.883333,111.900000,0
,CNCHN,Chang'an,Chang'an,SN,--3-----,RQ,9705,,,,,,0
,CNCGB,Changbai,Changbai,JL,--3-----,AS,1601,,4126N 12821E,,41.433333,128.350000,0
,CNCGP,Changbang,Changbang,SH,--3-----,RL,0907,,3055N 12101E,,30.916667,121.016667,0
,CNCGC,Changchun,Changchun,JL,-2-45---,AS,1601,,4354N 12519E,,43.900000,125.316667,0
,CNCGQ,Changchun Longjia International Apt,Changchun Longjia International Apt,JL,---4----,AS,1601,,,,,,0
,CNCCD,Changchun Xinglong,Changchun Xinglong,JL,-23-56--,AS,2101,,,,,,0
,CNCDO,Changdao,Changdao,SD,--3-----,RL,0207,,3755N 12044E,,37.916667,120.733333,0
,CNCGD,Changde,Changde,HN,-----6--,AS,2001,,2902N 11151E,,29.033333,111.850000,0
,CNCDH,Changdianhekou,Changdianhekou,LN,1-------,AS,1401,,4025N 12448E,,40.416667,124.800000,1
,CNCNI,Changhai Dachangshandao Apt,Changhai Dachangshandao Apt,LN,---4----,RL,1401,,,,,,0
,CNCAH,Changhua,Changhua,HI,1-------,RL,1401,,,,,,1
,CNCJS,Changji,Changji,XJ,--3--6--,AS,2001,,,,,,0
=,CN,Changjiagang = Zhangjiagang,Changjiagang = Zhangjiagang,,,,,,,,,,0
,CNCLZ,Changjiang Lizu Zizhixian,Changjiang Lizu Zizhixian,HI,--3-----,RL,1401,,,,,,0
,CNCGJ,Changjing,Changjing,JS,1-------,RL,1401,,,,,,1
,CNCHA,Changle,Changle,FJ,--3-----,RL,0207,,2419N 11655E,,24.316667,116.916667,0
,CNCGI,Changliu,Changliu,HI,--3-----,RL,1401,,2001N 11012E,,20.016667,110.200000,0
,CNCPI,Changping,Changping,GD,-2------,AS,1601,,2259N 11359E,,22.983333,113.983333,0
,CNCSH,Changsha,Changsha,HN,12-45---,AS,1701,,2812N 11259E,,28.200000,112.983333,1
,CNCNA,Changsha,Changsha,GD,--3--6--,RL,0507,,2412N 11609E,,24.200000,116.150000,0
,CNCSX,Changsha Huanghua International Apt,Changsha Huanghua International Apt,HN,---4----,AS,1601,,,,,,0
,CNCSD,Changshadibg Railway Station,Changshadibg Railway Station,HN,-2------,AS,1601,,,,,,0
,CNCSJ,Changshou,Changshou,JS,1-------,RL,1401,,,,,,1
,CNCSO,Changshou,Changshou,CQ,1-------,RL,1401,,,,,,1
,CNCGS,Changshu Pt,Changshu Pt,JS,1-------,AS,1601,,3139N 12043E,,31.650000,120.716667,1
,CNCNT,Changtu,Changtu,21,-----6--,RL,0901,,1246N 12406E,,12.766667,124.100000,0
,CNCIH,Changzhi,Changzhi,SX,---4----,RL,1401,,3611N 11308E,,36.183333,113.133333,0
,CNCZX,Changzhou,Changzhou,JS,1234----,AS,2107,,3147N 11958E,,31.783333,119.966667,1
,CNCON,Chaoan,Chaoan,GD,--3-----,RL,1401,,,,,,0
,CNCHU,Chaohu,Chaohu,AH,123-----,RL,0601,,3136N 11751E,,31.600000,117.850000,1
,CNCTM,Chaotianmen,Chaotianmen,CQ,--3-----,RL,1401,,,,,,0
,CNCYN,Chaoyang,Chaoyang,LN,-234----,RL,1401,,,,,,0
,CNCHY,Chaoyang Pt,Chaoyang Pt,GD,1-------,AS,1601,,2316N 11636E,,23.266667,116.600000,1
,CNCOZ,Chaozhou,Chaozhou,GD,123-----,AS,2107,,2340N 11638E,,23.666667,116.633333,1
=,CN,Chefoo = Yantai Laishan International Apt,Chefoo = Yantai Laishan International Apt,,,,,,,,,,0
,CNCBG,Chen Barag,Chen Barag,NM,1-------,RL,1401,,,,,,1
,CNCUN,Chencun,Chencun,GD,1-3-----,RL,0601,,2257N 11314E,,22.950000,113.233333,1
,CNCHE,Chengaogang,Chengaogang,FJ,1-------,AS,1407,,,,,,1
,CNCHH,Chengcheng,Chengcheng,14,--3-----,RL,0901,,3511N 10955E,,35.183333,109.916667,0
,CNCNG,Chengde,Chengde,HE,123-----,RL,0907,,4058N 11756E,,40.966667,117.933333,1
,CNCDU,Chengdu,Chengdu,SC,-2-45---,AS,1601,,3040N 10404E,,30.666667,104.066667,0
,CNCDZ,Chengdu Railway Station,Chengdu Railway Station,SC,-2------,AS,1601,,,,,,0
,CNCTU,Chengdu Shuangliu International Apt,Chengdu Shuangliu International Apt,SC,---4----,AS,1601,,,,,,0
,CNCHG,Chenghai,Chenghai,GD,--3-----,RQ,9705,,,,,,0
,CNCJI,Chengjiang,Chengjiang,JS,1-------,RL,1401,,,,,,1
,CNCLJ,Chenglingji Pt,Chenglingji Pt,HN,1-------,AS,1407,,2926N 11309E,,29.433333,113.150000,1
,CNCHX,Chengxi,Chengxi,SH,1-------,RL,1401,,3155N 12014E,,31.916667,120.233333,1
,CNCIG,Chenjiagang,Chenjiagang,JS,1-------,RL,1401,,,,,,1
,CNCJN,Chenjian,Chenjian,44,--3-----,RQ,0901,,,,,,0
,CNCJP,Chenjiaping,Chenjiaping,CQ,--3-----,RL,1401,,,,,,0
¦,CNCNZ,Chenzhou,Chenzhou,HN,--3-----,AS,2407,,2547N 11301E,,25.783333,113.016667,0
,CNCBI,Chibi,Chibi,HB,1-------,RL,1401,,,,,,1
,CNCFS,Chifeng,Chifeng,NM,-----6--,AS,1407,,,,,,0
,CNCKA,Chikan,Chikan,GD,-23--6--,RL,0607,,2116N 11020E,,21.266667,110.333333,0
=,CN,Chinkiang = Zhenjiang,Chinkiang = Zhenjiang,,,,,,,,,,0
,CNCWN,Chiwan Pt,Chiwan Pt,GD,1-------,AS,1601,,2229N 11353E,,22.483333,113.883333,1
,CNCHI,Chizhou,Chizhou,AH,123-----,AS,2107,,3039N 11728E,,30.650000,117.466667,1
,CNCGM,Chongming,Chongming,SH,1-------,AS,1401,,3138N 12124E,,31.633333,121.400000,1
,CNCQI,Chongqing,Chongqing,CQ,12-45---,AS,1601,,2935N 10633E,,29.583333,106.550000,1
,CNCKG,Chongqing Jiangbei International Apt,Chongqing Jiangbei International Apt,CQ,---4----,AS,1601,,,,,,0
,CNCHQ,Chongqing Pt,Chongqing Pt,CQ,1-------,AS,1401,,,,,,1
,CNCQD,Chongqingdong Railway Station,Chongqingdong Railway Station,CQ,-2------,AS,1601,,,,,,0
,CNQZC,Chongwu,Chongwu,FJ,1-------,AS,1407,,,,,,1
,CNCXN,Chongxing,Chongxing,HI,--3-----,RL,1401,,1924N 11036E,,19.400000,110.600000,0
,CNCGH,Chongzhou,Chongzhou,SC,--3-----,RQ,0907,,3043N 10333E,,30.716667,103.550000,0
,CNCGZ,Chongzuo,Chongzuo,GX,1-------,RL,1401,,,,,,1
,CNCHS,Chuanshan,Chuanshan,ZJ,1-------,RL,1401,,,,,,1
,CNCUM,Chumen,Chumen,ZJ,1-3-----,RL,1401,,,,,,1
,CNUNA,Chunan,Chunan,33,--3-----,RL,0901,,2936N 11902E,,29.600000,119.033333,0
,CNCUA,Chunhua,Chunhua,SN,--3-----,RQ,0907,,3448N 10834E,,34.800000,108.566667,0
,CNCXI,Chuxiong,Chuxiong,YN,--3-----,RL,1401,,2502N 10132E,,25.033333,101.533333,0
,CNCHZ,Chuzhou,Chuzhou,AH,123-----,RL,0507,,3219N 11817E,,32.316667,118.283333,1
,CNCUZ,Chuzhuangsi,Chuzhuangsi,AH,--3-----,RL,0201,,3352N 11702E,,33.866667,117.033333,0
,CNCCH,Cicheng,Cicheng,ZJ,--3-----,RL,1401,,2959N 12127E,,29.983333,121.450000,0
,CNCIV,Civet / Guandong,Civet / Guandong,GD,1----6--,RQ,1001,,2216N 11304E,,22.266667,113.066667,1
,CNCIX,Cixi,Cixi,ZJ,1-3--6--,RL,0407,,3010N 12114E,,30.166667,121.233333,1
,CNCNH,Conghua,Conghua,GD,--3-----,RL,1401,,,,,,0
,CNCJA,Congjiang,Congjiang,GZ,1-------,RL,1401,,,,,,1
,CNCTN,Cuntan,Cuntan,CQ,--3-----,RL,1107,,2937N 10637E,,29.616667,106.616667,0
,CNDCB,DA CHAN BAY,DA CHAN BAY,GD,1----6--,RL,1701,,2232N 11352E,,22.533333,113.866667,1
,CNDAN,Daan,Daan,JL,1-------,AS,1401,,4357N 12951E,,43.950000,129.850000,1
,CNDCH,Dachang,Dachang,13,--3-----,RL,0901,,3952N 11658E,,39.866667,116.966667,0
,CNDDD,Dadeng I.,Dadeng I.,FJ,1-------,AS,1401,,2432N 11819E,,24.533333,118.316667,1
,CNDIZ,Dadingzi,Dadingzi,HL,1-------,RL,1401,,,,,,1
,CNDDK,Dadukou,Dadukou,AH,1-------,RL,1401,,,,,,1
,CNDFG,Dafeng,Dafeng,JS,123-----,AS,2107,,3311N 12028E,,33.183333,120.466667,1
,CNAGG,Dagang,Dagang,GD,--3-----,RQ,0907,,2248N 11324E,,22.800000,113.400000,0
,CNDAA,Dagang,Dagang,JS,1-3-----,RL,9901,,,,,,1
,CNDHP,Dahuangpu,Dahuangpu,GD,1-------,RL,1401,,,,,,1
=,CN,Dairen = Dalian Zhoushuizi International Apt,Dairen = Dalian Zhoushuizi International Apt,,,,,,,,,,0
,CNDJI,Dajing,Dajing,ZJ,1-------,RL,1401,,,,,,1
,CNDLG,Dalang,Dalang,GD,--3-----,RL,0601,,2426N 11230E,,24.433333,112.500000,0
,CNALI,Dali,Dali,GD,--3-----,RL,0607,,2307N 11305E,,23.116667,113.083333,0
,CNDLU,Dali,Dali,YN,-234----,RL,2107,,,,,,0
,CNDAL,Dalian,Dalian,LN,12-45---,AS,2007,,3855N 12136E,,38.916667,121.600000,1
,CNDAG,Dalian Pt,Dalian Pt,LN,1-------,AS,1601,,,,,,1
,CNDLC,Dalian Zhoushuizi International Apt,Dalian Zhoushuizi International Apt,LN,---4----,AS,1601,,,,,,0
,CNDLN,Dalingshan,Dalingshan,GD,--3-----,RL,0212,,2253N 11349E,,22.883333,113.816667,0
,CNDLD,Dalu Island,Dalu Island,LN,1-------,AS,1601,,3944N 12343E,,39.733333,123.716667,1
,CNDLO,Daluo,Daluo,YN,--3-----,AS,1401,,2140N 10003E,,21.666667,100.050000,0
¦,CNDMY,Damaiyu,Damaiyu,ZJ,1-------,AS,2407,,2805N 12109E,coordinates,28.083333,121.150000,1
,CNDDG,Dandong,Dandong,LN,1234----,AS,2107,,,a.k.a Donggang,,,1
,CNDDZ,Dandong,Dandong,LN,123----B,AS,1601,,4008N 12422E,,40.133333,124.366667,1
,CNDNS,Danshui,Danshui,GD,--3-----,RL,9705,,,,,,0
,CNFZL,Dantou,Dantou,FJ,1-------,AS,1407,,,,,,1
,CNDNT,Dantu,Dantu,JS,1-------,RL,1401,,,,,,1
,CNDNY,Danyang,Danyang,JS,--3-----,RQ,1007,,3200N 11934E,,32.000000,119.566667,0
,CNDNZ,Danzao,Danzao,GD,--3-----,RL,9901,,,,,,0
,CNDZM,Danzhimatou,Danzhimatou,LN,1-------,AS,1401,,,,,,1
,CNDHU,Danzhou,Danzhou,GX,123--6--,RL,0601,,2522N 10926E,,25.366667,109.433333,1
,CNDZO,Danzhou,Danzhou,HI,--3-----,RL,1401,,1934N 10924E,,19.566667,109.400000,0
,CNDJO,Daojiao,Daojiao,GD,1-3-----,RL,0601,,,,,,1
,CNDPG,Dapeng,Dapeng,GD,1-3-----,RL,0601,,2236N 11430E,,22.600000,114.500000,1
,CNDQD,Daqindao,Daqindao,SD,1-------,RL,1401,,,,,,1
,CNDQG,Daqing,Daqing,HL,-2------,AS,1601,,4636N 12501E,,46.600000,125.016667,0
,CNDSA,Dasha,Dasha,HB,1-------,RL,1401,,,,,,1
,CNDST,Dasha,Dasha,GD,--3-----,RL,1401,,2306N 11327E,,23.100000,113.450000,0
,CNDAS,Dashihuagang,Dashihuagang,21,1-------,RL,0901,,3854N 12136E,,38.900000,121.600000,1
,CNDSO,Dasong,Dasong,ZJ,1-------,RL,1401,,,,,,1
,CNDTZ,Dataizi,Dataizi,LN,1-------,AS,1401,,,,,,1
,CNDTG,Datian,Datian,FJ,--3-----,RL,9901,,,,,,0
,CNDAT,Datong,Datong,SX,-----6--,AS,1601,,4006N 11317E,,40.100000,113.283333,0
,CNDAW,Dawa,Dawa,21,-----6--,RL,0901,,4059N 12204E,,40.983333,122.066667,0
,CNDWN,Dawan,Dawan,SD,1-------,RL,1401,,,,,,1
,CNDWA,Dawang,Dawang,44,--3-----,RL,0901,,2245N 11129E,,22.750000,111.483333,0
,CNDKO,Dawukou,Dawukou,NX,--3-----,RL,1107,,3920N 10623E,,39.333333,106.383333,0
,CNDAX,Daxie Pt,Daxie Pt,ZJ,1-------,AS,1601,,2953N 12157E,,29.883333,121.950000,1
,CNPKX,Daxing,Daxing,BJ,---4-6--,AS,2001,,3930N 11625E,,39.500000,116.416667,0
,CNDXU,Daxu,Daxu,GX,1-------,RL,1401,,,,,,1
,CNDYW,Dayaowan,Dayaowan,LN,1-------,AS,1407,,,,,,1
,CNDAY,Dayawan,Dayawan,GD,1-------,AS,1601,,2240N 11440E,,22.666667,114.666667,1
,CNDYI,Dayi,Dayi,JS,1-------,RL,1401,,,,,,1
,CNDAZ,Daze,Daze,GD,--3--6--,RL,0501,,2231N 11258E,,22.516667,112.966667,0
,CNDZY,Dazhaoying,Dazhaoying,HK,--3--6--,RL,0901,,3516N 11346E,,35.266667,113.766667,0
,CNDZU,Dazu,Dazu,SC,---4----,RL,1401,,,,,,0
,CNDEF,Defeng,Defeng,GZ,1-3-----,RL,0601,,2613N 10907E,,26.216667,109.116667,1
,CNLUM,Dehong Mangshi,Dehong Mangshi,YN,-234----,RL,2107,,,,,,0
,CNDEA,Dehua,Dehua,35,-----6--,RL,0901,,2523N 11756E,,25.383333,117.933333,0
,CNDHA,Dehua,Dehua,GZ,--3-----,RL,0601,,2628N 10844E,,26.466667,108.733333,0
,CNDEH,Dehui,Dehui,22,-----6--,RL,0901,,4432N 12542E,,44.533333,125.700000,0
,CNDEN,Dengta,Dengta,21,--3-----,RL,0901,,4125N 12319E,,41.416667,123.316667,0
,CNDEI,Deqing,Deqing,33,--3-----,RL,0901,,3032N 12004E,,30.533333,120.066667,0
,CNDEQ,Deqing,Deqing,GD,--3-----,RL,0207,,2309N 11145E,,23.150000,111.750000,0
,CNDEX,Dexing,Dexing,JX,--3-----,RQ,0907,,2854N 11734E,,28.900000,117.566667,0
,CNDEY,Deyang,Deyang,SC,-23-----,RL,0407,,3108N 10424E,,31.133333,104.400000,0
,CNDZS,Dezhou,Dezhou,HE,-----6--,AS,1407,,,,,,0
,CNDEZ,Dezhou,Dezhou,SD,1-3-----,RL,0507,,3726N 11617E,,37.433333,116.283333,1
,CNDBI,Dianbai,Dianbai,GD,--3-----,RL,1401,,2128N 11105E,,21.466667,111.083333,0
,CNDDP,Didu,Didu,GD,1-------,AS,1401,,,,,,1
,CNDIA,Digang,Digang,AH,1-------,RL,1401,,,,,,1
,CNDGA,Dingan,Dingan,HI,--3-----,RL,1401,,1946N 11022E,,19.766667,110.366667,0
,CNDCE,Dingcheng,Dingcheng,HI,--3-----,RL,1401,,1941N 11019E,,19.683333,110.316667,0
,CNDGH,Dinghu,Dinghu,44,--3-----,RL,0901,,2309N 11233E,,23.150000,112.550000,0
,CNDGX,Dingxi,Dingxi,GS,-----6--,RL,1107,,3534N 10437E,,35.566667,104.616667,0
,CNDIG,Diqing Shangri-La,Diqing Shangri-La,YN,-234----,RL,2107,,,,,,0
,CNDBG,Dongbang,Dongbang,JS,1-------,RL,1401,,,,,,1
,CNDCN,Dongchen,Dongchen,44,--3-----,RQ,0901,,,,,,0
,CNDDW,Dongdaiwan,Dongdaiwan,FJ,1-------,AS,1401,,2614N 11937E,,26.233333,119.616667,1
,CNDFA,Dongfang,Dongfang,HI,123-----,RL,1401,,1903N 10856E,,19.050000,108.933333,1
,CNDFN,Dongfeng,Dongfeng,SD,12------,RL,1401,,,,,,1
,CNDGN,Donggang,Donggang,TJ,1-------,AS,1601,,3953N 12408E,,39.883333,124.133333,1
,CNDGU,Donggu,Donggu,FJ,1-------,AS,1401,,,,,,1
,CNDGG,Dongguan,Dongguan,GD,123-----,AS,2107,,2302N 11345E,,23.033333,113.750000,1
,CNDGO,Dongguo,Dongguo,44,-----6--,RL,0901,,2040N 11010E,,20.666667,110.166667,0
,CNDNG,Donghai,Donghai,GD,1-3--6--,RL,0407,,2257N 11538E,,22.950000,115.633333,1
,CNDOH,Donghu,Donghu,GD,--3-----,RL,1401,,,,,,0
,CNDJA,Dongjiakou,Dongjiakou,SD,1-3-----,AA,2201,,3536N 11946E,,35.600000,119.766667,1
,CNDJG,Dongjiang Port Area,Dongjiang Port Area,TJ,1-------,AS,1601,,,,,,1
¦,CNDJK,Dongjiangkou,Dongjiangkou,GD,12------,AS,2407,,3535N 11947E,,35.583333,119.783333,1
,CNDJT,Dongjiaotou Pt,Dongjiaotou Pt,GD,1-------,AS,1601,,2020N 11025E,,20.333333,110.416667,1
