change,locode,name,name_wo_diacritics,subdivision,function,status,date,iata,coordinates,remarks,latitude,longitude,is_water_port
,CNAPP,Anpu,Anpu,GD,1-------,RL,1401,,2123N 10950E,,21.383333,109.833333,1
,CNAQG,Anqing,Anqing,AH,123-----,AS,2107,,3031N 11702E,,30.516667,117.033333,1
,CNANQ,Anqiu,Anqiu,SD,1-3-----,RL,0601,,3625N 11911E,,36.416667,119.183333,1
,CNANT,Anting,Anting,SH,1----6--,RL,1107,,3118N 12109E,,31.300000,121.150000,1
,CNAJG,Aojiang Pt,Aojiang Pt,ZJ,1-------,AS,1401,,2735N 12027E,,27.583333,120.450000,1
,CNASW,Aoshanwei,Aoshanwei,SD,1----6--,RQ,1001,,3621N 12040E,,36.350000,120.666667,1
,CNBCO,Bacao,Bacao,GZ,1-------,RL,1401,,2528N 10547E,,25.466667,105.783333,1
,CNBDG,Badong,Badong,HB,1-------,RL,1401,,3102N 11023E,,31.033333,110.383333,1
,CNBAH,Bahe,Bahe,HB,1-------,RL,1401,,,,,,1
,CNBCG,Baiceng,Baiceng,GZ,1-------,RL,1401,,2526N 10548E,,25.433333,105.800000,1
,CNBLO,Bailuo,Bailuo,HB,1-------,RL,1401,,,,,,1
,CNBMJ,Baimajing,Baimajing,HI,1-3-----,RL,1401,,1942N 10913E,,19.700000,109.216667,1
,CNIMA,Baimao,Baimao,SD,1-------,RL,1401,,3501N 11836E,,35.016667,118.600000,1
,CNBSE,Baise,Baise,GX,1-------,RL,1401,,,,,,1
,CNBSI,Baishi,Baishi,HL,1-------,RL,1401,,,,,,1
,CNBYG,Baiyang,Baiyang,HB,1-------,RL,1401,,3026N 11131E,,30.433333,111.516667,1
,CNBLI,Bali,Bali,HB,1-------,RL,1401,,,,,,1
,CNBSD,Baoshan Pt,Baoshan Pt,SH,1-------,AS,1601,,3125N 12129E,,31.416667,121.483333,1
,CNBSP,Basuo Pt,Basuo Pt,HI,1-------,AS,1407,,1900N 10837E,,19.000000,108.616667,1
,CNBAU,Baxu,Baxu,JS,1-------,RL,1401,,,,,,1
,CNBYA,Bayan,Bayan,HL,1-------,RL,1401,,4605N 12724E,,46.083333,127.400000,1
,CNBYQ,Bayuquan,Bayuquan,LN,1-------,AS,1407,,,,,,1
,CNBIC,Beicun,Beicun,GD,1-------,AS,1401,,,,,,1
,CNBIH,Beihai Pt,Beihai Pt,GX,1-------,AS,1601,,2128N 10907E,,21.466667,109.116667,1
,CNBIJ,Beijiao,Beijiao,GD,1-------,AS,1601,,2255N 11312E,,22.916667,113.200000,1
,CNBEI,Beilun,Beilun,ZJ,1-3-----,RQ,0407,,2956N 12153E,,29.933333,121.883333,1
,CNBLG,Beilun Pt,Beilun Pt,ZJ,1-------,AS,1407,,,,,,1
,CNSXB,Beitan,Beitan,GD,1-------,AS,1407,,2122N 11015E,,21.366667,110.250000,1
,CNBIY,Beiyao,Beiyao,GD,1-------,RL,1401,,,,,,1
,CNPHB,Bijia,Bijia,GD,1-------,AS,1407,,2237N 11451E,,22.616667,114.850000,1
,CNBHX,Binhai,Binhai,JS,1-------,AS,1601,,3343N 11937E,,33.716667,119.616667,1
,CNBYN,Binyang,Binyang,FJ,123-----,RL,1401,,2715N 12020E,,27.250000,120.333333,1
,CNBOA,Boao,Boao,HI,1-------,RL,1401,,,,,,1
,CNDBX,Bohe,Bohe,GD,1-------,AS,1407,,2131N 11100E,,21.516667,111.000000,1
,CNBZG,Bozhong,Bozhong,TJ,1-----7-,AS,1401,,3827N 11826E,,38.450000,118.433333,1
,CNBHE,Buhe,Buhe,HB,1-------,RL,1401,,,,,,1
,CNGSA,Cangshan,Cangshan,SD,1-3-----,RL,0601,,3451N 11803E,,34.850000,118.050000,1
,CNCGW,Cangwu,Cangwu,GX,1-3-----,RL,1401,,2329N 11119E,,23.483333,111.316667,1
,CNCFD,Caofeidian Pt,Caofeidian Pt,HE,1-------,AS,1401,,3857N 11832E,,38.950000,118.533333,1
,CNCJG,Caojing,Caojing,SH,1-3-----,RL,0401,,3047N 12124E,,30.783333,121.400000,1
,CNCDH,Changdianhekou,Changdianhekou,LN,1-------,AS,1401,,4025N 12448E,,40.416667,124.800000,1
,CNCAH,Changhua,Changhua,HI,1-------,RL,1401,,,,,,1
,CNCGJ,Changjing,Changjing,JS,1-------,RL,1401,,,,,,1
,CNCSH,Changsha,Changsha,HN,12-45---,AS,1701,,2812N 11259E,,28.200000,112.983333,1
,CNCSJ,Changshou,Changshou,JS,1-------,RL,1401,,,,,,1
,CNCSO,Changshou,Changshou,CQ,1-------,RL,1401,,,,,,1
,CNCGS,Changshu Pt,Changshu Pt,JS,1-------,AS,1601,,3139N 12043E,,31.650000,120.716667,1
,CNCZX,Changzhou,Changzhou,JS,1234----,AS,2107,,3147N 11958E,,31.783333,119.966667,1
,CNCHU,Chaohu,Chaohu,AH,123-----,RL,0601,,3136N 11751E,,31.600000,117.850000,1
,CNCHY,Chaoyang Pt,Chaoyang Pt,GD,1-------,AS,1601,,2316N 11636E,,23.266667,116.600000,1
,CNCOZ,Chaozhou,Chaozhou,GD,123-----,AS,2107,,2340N 11638E,,23.666667,116.633333,1
,CNCBG,Chen Barag,Chen Barag,NM,1-------,RL,1401,,,,,,1
,CNCUN,Chencun,Chencun,GD,1-3-----,RL,0601,,2257N 11314E,,22.950000,113.233333,1
,CNCHE,Chengaogang,Chengaogang,FJ,1-------,AS,1407,,,,,,1
,CNCNG,Chengde,Chengde,HE,123-----,RL,0907,,4058N 11756E,,40.966667,117.933333,1
,CNCJI,Chengjiang,Chengjiang,JS,1-------,RL,1401,,,,,,1
,CNCLJ,Chenglingji Pt,Chenglingji Pt,HN,1-------,AS,1407,,2926N 11309E,,29.433333,113.150000,1
,CNCHX,Chengxi,Chengxi,SH,1-------,RL,1401,,3155N 12014E,,31.916667,120.233333,1
,CNCIG,Chenjiagang,Chenjiagang,JS,1-------,RL,1401,,,,,,1
,CNCBI,Chibi,Chibi,HB,1-------,RL,1401,,,,,,1
,CNCWN,Chiwan Pt,Chiwan Pt,GD,1-------,AS,1601,,2229N 11353E,,22.483333,113.883333,1
,CNCHI,Chizhou,Chizhou,AH,123-----,AS,2107,,3039N 11728E,,30.650000,117.466667,1
,CNCGM,Chongming,Chongming,SH,1-------,AS,1401,,3138N 12124E,,31.633333,121.400000,1
,CNCQI,Chongqing,Chongqing,CQ,12-45---,AS,1601,,2935N 10633E,,29.583333,106.550000,1
,CNCHQ,Chongqing Pt,Chongqing Pt,CQ,1-------,AS,1401,,,,,,1
,CNQZC,Chongwu,Chongwu,FJ,1-------,AS,1407,,,,,,1
,CNCGZ,Chongzuo,Chongzuo,GX,1-------,RL,1401,,,,,,1
,CNCHS,Chuanshan,Chuanshan,ZJ,1-------,RL,1401,,,,,,1
,CNCUM,Chumen,Chumen,ZJ,1-3-----,RL,1401,,,,,,1
,CNCHZ,Chuzhou,Chuzhou,AH,123-----,RL,0507,,3219N 11817E,,32.316667,118.283333,1
,CNCIV,Civet / Guandong,Civet / Guandong,GD,1----6--,RQ,1001,,2216N 11304E,,22.266667,113.066667,1
,CNCIX,Cixi,Cixi,ZJ,1-3--6--,RL,0407,,3010N 12114E,,30.166667,121.233333,1
,CNCJA,Congjiang,Congjiang,GZ,1-------,RL,1401,,,,,,1
,CNDCB,DA CHAN BAY,DA CHAN BAY,GD,1----6--,RL,1701,,2232N 11352E,,22.533333,113.866667,1
,CNDAN,Daan,Daan,JL,1-------,AS,1401,,4357N 12951E,,43.950000,129.850000,1
,CNDDD,Dadeng I.,Dadeng I.,FJ,1-------,AS,1401,,2432N 11819E,,24.533333,118.316667,1
,CNDIZ,Dadingzi,Dadingzi,HL,1-------,RL,1401,,,,,,1
,CNDDK,Dadukou,Dadukou,AH,1-------,RL,1401,,,,,,1
,CNDFG,Dafeng,Dafeng,JS,123-----,AS,2107,,3311N 12028E,,33.183333,120.466667,1
,CNDAA,Dagang,Dagang,JS,1-3-----,RL,9901,,,,,,1
,CNDHP,Dahuangpu,Dahuangpu,GD,1-------,RL,1401,,,,,,1
,CNDJI,Dajing,Dajing,ZJ,1-------,RL,1401,,,,,,1
,CNDAL,Dalian,Dalian,LN,12-45---,AS,2007,,3855N 12136E,,38.916667,121.600000,1
,CNDAG,Dalian Pt,Dalian Pt,LN,1-------,AS,1601,,,,,,1
,CNDLD,Dalu Island,Dalu Island,LN,1-------,AS,1601,,3944N 12343E,,39.733333,123.716667,1
¦,CNDMY,Damaiyu,Damaiyu,ZJ,1-------,AS,2407,,2805N 12109E,coordinates,28.083333,121.150000,1
,CNDDG,Dandong,Dandong,LN,1234----,AS,2107,,,a.k.a Donggang,,,1
,CNDDZ,Dandong,Dandong,LN,123----B,AS,1601,,4008N 12422E,,40.133333,124.366667,1
,CNFZL,Dantou,Dantou,FJ,1-------,AS,1407,,,,,,1
,CNDNT,Dantu,Dantu,JS,1-------,RL,1401,,,,,,1
,CNDZM,Danzhimatou,Danzhimatou,LN,1-------,AS,1401,,,,,,1
,CNDHU,Danzhou,Danzhou,GX,123--6--,RL,0601,,2522N 10926E,,25.366667,109.433333,1
,CNDJO,Daojiao,Daojiao,GD,1-3-----,RL,0601,,,,,,1
,CNDPG,Dapeng,Dapeng,GD,1-3-----,RL,0601,,2236N 11430E,,22.600000,114.500000,1
,CNDQD,Daqindao,Daqindao,SD,1-------,RL,1401,,,,,,1
,CNDSA,Dasha,Dasha,HB,1-------,RL,1401,,,,,,1
,CNDAS,Dashihuagang,Dashihuagang,21,1-------,RL,0901,,3854N 12136E,,38.900000,121.600000,1
,CNDSO,Dasong,Dasong,ZJ,1-------,RL,1401,,,,,,1
,CNDTZ,Dataizi,Dataizi,LN,1-------,AS,1401,,,,,,1
,CNDWN,Dawan,Dawan,SD,1-------,RL,1401,,,,,,1
,CNDAX,Daxie Pt,Daxie Pt,ZJ,1-------,AS,1601,,2953N 12157E,,29.883333,121.950000,1
,CNDXU,Daxu,Daxu,GX,1-------,RL,1401,,,,,,1
,CNDYW,Dayaowan,Dayaowan,LN,1-------,AS,1407,,,,,,1
,CNDAY,Dayawan,Dayawan,GD,1-------,AS,1601,,2240N 11440E,,22.666667,114.666667,1
,CNDYI,Dayi,Dayi,JS,1-------,RL,1401,,,,,,1
,CNDEF,Defeng,Defeng,GZ,1-3-----,RL,0601,,2613N 10907E,,26.216667,109.116667,1
,CNDEZ,Dezhou,Dezhou,SD,1-3-----,RL,0507,,3726N 11617E,,37.433333,116.283333,1
,CNDDP,Didu,Didu,GD,1-------,AS,1401,,,,,,1
,CNDIA,Digang,Digang,AH,1-------,RL,1401,,,,,,1
,CNDBG,Dongbang,Dongbang,JS,1-------,RL,1401,,,,,,1
,CNDDW,Dongdaiwan,Dongdaiwan,FJ,1-------,AS,1401,,2614N 11937E,,26.233333,119.616667,1
,CNDFA,Dongfang,Dongfang,HI,123-----,RL,1401,,1903N 10856E,,19.050000,108.933333,1
,CNDFN,Dongfeng,Dongfeng,SD,12------,RL,1401,,,,,,1
,CNDGN,Donggang,Donggang,TJ,1-------,AS,1601,,3953N 12408E,,39.883333,124.133333,1
,CNDGU,Donggu,Donggu,FJ,1-------,AS,1401,,,,,,1
,CNDGG,Dongguan,Dongguan,GD,123-----,AS,2107,,2302N 11345E,,23.033333,113.750000,1
,CNDNG,Donghai,Donghai,GD,1-3--6--,RL,0407,,2257N 11538E,,22.950000,115.633333,1
,CNDJA,Dongjiakou,Dongjiakou,SD,1-3-----,AA,2201,,3536N 11946E,,35.600000,119.766667,1
,CNDJG,Dongjiang Port Area,Dongjiang Port Area,TJ,1-------,AS,1601,,,,,,1
¦,CNDJK,Dongjiangkou,Dongjiangkou,GD,12------,AS,2407,,3535N 11947E,,35.583333,119.783333,1
,CNDJT,Dongjiaotou Pt,Dongjiaotou Pt,GD,1-------,AS,1601,,2020N 11025E,,20.333333,110.416667,1
,CNDOP,Donglian Port,Donglian Port,GD,1-------,RQ,1007,,2275N 11461E,,23.250000,115.016667,1
,CNDLI,Dongliu,Dongliu,AH,1-------,RL,1401,,,,,,1
,CNDGP,Dongping,Dongping,GD,1-------,AS,1401,,2143N 11213E,,21.716667,112.216667,1
,CNDSN,Dongshan Pt,Dongshan Pt,FJ,1-------,AS,1407,,,,,,1
,CNDSI,Dongshi,Dongshi,42,1-------,AS,0901,,,,,,1
,CNDSH,Dongshi,Dongshi,FJ,1-------,AS,1601,,2440N 11828E,,24.666667,118.466667,1
,CNDSB,Dongsunba,Dongsunba,CQ,1-------,RL,1401,,,,,,1
,CNDOX,Dongxing,Dongxing,GX,1-3----B,AS,1407,,2129N 10759E,,21.483333,107.983333,1
,CNDYN,Dongying,Dongying,SD,123-----,AS,2107,,3725N 11841E,,37.416667,118.683333,1
,CNDOZ,Dongzhang,Dongzhang,JS,1-------,RL,1401,,,,,,1
,CNDHD,Douhudi,Douhudi,HB,1-------,RL,1401,,,,,,1
,CNDOU,Doumen Pt,Doumen Pt,GD,1-------,AS,1601,,2212N 11317E,,22.200000,113.283333,1
,CNDCG,Ducheng,Ducheng,HB,1-------,RL,1401,,,,,,1
,CNECG,Echeng,Echeng,HB,1-------,RL,1401,,,,,,1
,CNEBA,Erba,Erba,AH,1-------,RL,1401,,,,,,1
,CNEGN,Ergun,Ergun,NM,1-3--6--,RL,1401,,,,,,1
,CNETK,Ertaokou,Ertaokou,HB,1-------,RL,1401,,,,,,1
,CNEZH,Ezhou,Ezhou,HB,123-----,RL,0601,,3024N 11449E,,30.400000,114.816667,1
,CNFAN,Fangcheng Pt,Fangcheng Pt,GX,1-------,AS,1601,,2146N 10821E,,21.766667,108.350000,1
,CNFCH,Fengcheng,Fengcheng,SD,1-------,AS,1401,,3642N 12114E,,36.700000,121.233333,1
,CNFDU,Fengdu,Fengdu,CQ,1-------,RL,1401,,,,,,1
+,CNFEH,Fenghua,Fenghua,ZJ,12------,AA,2407,,2939N 12124E,,29.650000,121.400000,1
,CNFJE,Fengjie,Fengjie,CQ,1-------,RL,1401,,,,,,1
,CNFKI,Fengkai,Fengkai,GD,1-3-----,RL,1401,,2303N 11227E,,23.050000,112.450000,1
,CNFRT,Foshan New Pt,Foshan New Pt,GD,1-------,RL,1401,,,,,,1
,CNFUC,Fucheng,Fucheng,GD,1-------,RL,1401,,,,,,1
,CNFAG,Fugang,Fugang,GD,1-------,RL,1401,,,,,,1
,CNFUJ,Fujin,Fujin,HL,1-------,AS,1401,,4715N 13202E,,47.250000,132.033333,1
,CNFLG,Fuling,Fuling,CQ,1-3-----,RL,0601,,2942N 10720E,,29.700000,107.333333,1
,CNFSA,Fushan,Fushan,JS,1-------,RL,1401,,,,,,1
,CNFSI,Fusui,Fusui,GX,1-------,RL,1401,,,,,,1
,CNFWN,Fuwan,Fuwan,GD,1-------,RL,1401,,,,,,1
,CNFXG,Fuxing,Fuxing,AH,1-------,RL,1401,,,,,,1
,CNFNG,Fuyong,Fuyong,GD,1-3-----,RL,0207,,2239N 11347E,,22.650000,113.783333,1
,CNFUY,Fuyuan,Fuyuan,HL,1-------,AS,1601,,4821N 13418E,,48.350000,134.300000,1
,CNZZU,Fuzhou,Fuzhou,FJ,123-----,AS,2107,,2431N 11739E,,24.516667,117.650000,1
,CNFZH,Fuzhou,Fuzhou,FJ,1--45---,AS,1401,,2605N 11918E,,26.083333,119.300000,1
,CNFZG,Fuzhou Pt,Fuzhou Pt,FJ,1-------,AS,1401,,,,,,1
,CNFZX,Fuzhouxingang,Fuzhouxingang,FJ,1-------,AS,1407,,,,,,1
,CNGUL,Gangluan,Gangluan,SD,1-------,RL,1401,,,,,,1
,CNGAO,Gaogang,Gaogang,JS,1-------,AS,1401,,3218N 11951E,,32.300000,119.850000,1
,CNGLN,Gaolan,Gaolan,GS,123-----,RL,0601,,3619N 10356E,,36.316667,103.933333,1
,CNGON,Gaolan,Gaolan,GD,1-3-----,RL,1401,,2155N 11315E,,21.916667,113.250000,1
,CNGLG,Gaoleng,Gaoleng,HL,1-------,RL,1401,,,,,,1
,CNGOM,Gaoming Pt,Gaoming Pt,GD,1-------,AS,1601,,2253N 11250E,,22.883333,112.833333,1
,CNGSH,Gaosha,Gaosha,GD,1-------,AS,1401,,,,,,1
,CNGDI,Gedian,Gedian,HB,1-------,RL,1401,,,,,,1
,CNGGN,Gongan,Gongan,HB,1-------,RL,1401,,,,,,1
,CNGGU,Gongguan,Gongguan,GX,1-------,RL,1401,,,,,,1
,CNGGK,Gongkou,Gongkou,FJ,1-------,AS,1401,,2338N 11714E,,23.633333,117.233333,1
,CNGOG,Gongming,Gongming,GD,1-3-----,RL,0507,,2247N 11352E,,22.783333,113.866667,1
,CNTSG,Gongyi,Gongyi,GD,1-------,AS,1407,,2215N 11248E,,22.250000,112.800000,1
,CNGBG,Guanbu Pt,Guanbu Pt,GD,1-------,AS,1401,,,,,,1
,CNGCH,Guancheng,Guancheng,GD,1-------,AS,1601,,,,,,1
¦,CNGNA,Guang'ao,Guang'ao,GD,1-3-----,RL,2407,,2314N 11646E,,23.233333,116.766667,1
,CNGBT,Guangbaotong,Guangbaotong,GD,1-------,RL,1401,,,,,,1
,CNGUT,Guangdong Terminal,Guangdong Terminal,GD,1-------,RQ,1007,,2234N 11426E,,22.566667,114.433333,1
,CNGHI,Guanghai Pt,Guanghai Pt,GD,1-------,AS,1407,,2158N 11248E,,21.966667,112.800000,1
,CNGLI,Guangli,Guangli,GD,1-------,RL,1401,,,,,,1
,CNGNI,Guangning,Guangning,LN,1-------,RL,1401,,,,,,1
,CNGNG,Guangning,Guangning,GD,1-------,RL,1401,,,,,,1
,CNGGZ,Guangzhou,Guangzhou,GD,12345---,AS,1401,,2308N 11314E,,23.133333,113.233333,1
¦,CNGZG,Guangzhou Pt,Guangzhou Pt,GD,1-------,AS,2407,,2308N 11314E,,23.133333,113.233333,1
,CNGZC,Guangzhouchuanchang,Guangzhouchuanchang,GD,1-------,AS,1401,,,,,,1
,CNGYO,Guanyao,Guanyao,HB,1-------,RL,1401,,,,,,1
,CNGUG,Guigang,Guigang,GX,1-------,AS,1401,,2306N 10936E,,23.100000,109.600000,1
,CNGUI,Guilin,Guilin,GX,123-----,RL,1701,,2516N 11017E,,25.266667,110.283333,1
,CNGPG,Guiping,Guiping,GX,1-------,RL,1401,,,,,,1
,CNGIS,Guishan,Guishan,GD,1-------,AS,1401,,2208N 11349E,,22.133333,113.816667,1
,CNGZE,Guzhen,Guzhen,GD,1-3--6--,RL,0607,,2236N 11310E,,22.600000,113.166667,1
,CNXWH,Haian,Haian,GD,1-------,AS,1407,,,,,,1
,CNXMH,"Haicang, Xiamen","Haicang, Xiamen",FJ,1----6--,RL,2207,,,,,,1
,CNHDN,Haidian,Haidian,HI,1-------,RL,1401,,,,,,1
,CNHGN,Haigeng,Haigeng,AH,1-------,RL,1401,,,,,,1
,CNHKO,Haikou,Haikou,HI,1--45---,AS,1401,,2002N 11020E,,20.033333,110.333333,1
,CNHXG,Haikou New Pt,Haikou New Pt,HI,1-------,AS,1407,,2015N 10850E,,20.250000,108.833333,1
,CNHIG,Haikou Pt,Haikou Pt,HI,1-------,AS,1401,,2002N 11010E,,20.033333,110.166667,1
,CNHME,Haimen,Haimen,ZJ,1-------,RL,1707,,2840N 12126E,,28.666667,121.433333,1
,CNCYH,Haimen,Haimen,GD,1-------,AS,1407,,,,,,1
,CNHIM,Haimiao,Haimiao,SD,1-------,RL,1401,,,,,,1
,CNHHT,Haitian Terminal/ Xiamen,Haitian Terminal/ Xiamen,FJ,1-3--6--,RQ,0907,,2706N 12018E,,27.100000,120.300000,1
,CNHTO,Haitou,Haitou,JS,1-------,RL,1401,,,,,,1
,CNHXE,Haoxue,Haoxue,HB,1-------,RL,1401,,,,,,1
,CNHRN,Harbin,Harbin,HL,12-45---,AS,1401,,4544N 12636E,,45.733333,126.600000,1
,CNHBG,Harbin Pt,Harbin Pt,HL,1-------,AS,1401,,,,,,1
X,CNHEB,Hebei,Hebei,HE,1-3-----,XX,2407,,3953N 11517E,,39.883333,115.283333,1
,CNHEK,Heihe,Heihe,HL,1-----7-,AS,1601,,5014N 12729E,,50.233333,127.483333,1
,CNHST,Heishantou,Heishantou,NM,1-------,AS,1601,,5012N 11923E,,50.200000,119.383333,1
,CNXHH,Hekou,Hekou,GD,1-------,AS,1407,,,,,,1
,CNHLW,Heliwei,Heliwei,GD,1-------,AS,1401,,,,,,1
,CNENP,Hengban,Hengban,GD,1-------,AS,1601,,2212N 11219E,,22.200000,112.316667,1
,CNHNI,Hengli,Hengli,GD,1-3--6--,RL,0601,,2310N 11437E,,23.166667,114.616667,1
,CNHXA,Hengxian,Hengxian,GX,1-------,RL,1401,,,,,,1
,CNHAS,Heshan,Heshan,GX,12------,RL,1401,,,,,,1
,CNHSN,Heshan Pt,Heshan Pt,GD,1-------,AS,1601,,2246N 11257E,,22.766667,112.950000,1
,CNHTG,Hetang,Hetang,GD,1-------,AS,1401,,2239N 11308E,,22.650000,113.133333,1
,CNHOD,Hongdu,Hongdu,GX,1-------,RL,1401,,,,,,1
,CNHGG,Hongguang Pt,Hongguang Pt,ZJ,1-------,AS,1407,,,,,,1
,CNBLX,Honghai Pt,Honghai Pt,GD,1-------,AS,1407,,2310N 11416E,,23.166667,114.266667,1
,CNHOH,Honghu,Honghu,HB,1-------,RL,1401,,,,,,1
,CNHGA,Honghua,Honghua,HB,1-------,RL,1401,,,,,,1
,CNHOQ,Hongqi,Hongqi,GD,1-------,RL,1401,,,,,,1
,CNHOU,Houjie,Houjie,GD,1-3-----,RL,0407,,2256N 11338E,,22.933333,113.633333,1
,CNHZU,Houzhu,Houzhu,FJ,1-3--6--,RL,0407,,2453N 11840E,,24.883333,118.666667,1
,CNHCN,Huachuan,Huachuan,HL,1-------,AS,1401,,4701N 13042E,,47.016667,130.700000,1
,CNHDG,Huadu Pt,Huadu Pt,GD,1-------,AS,1401,,,,,,1
,CNHIJ,Huaiji,Huaiji,GD,1-3-----,RL,1401,,2303N 11227E,,23.050000,112.450000,1
,CNHLI,Huailai,Huailai,HE,123-----,RL,0907,,4022N 11530E,,40.366667,115.500000,1
,CNAIN,Huaiyin,Huaiyin,JS,1-3--6--,RL,0407,,3338N 11901E,,33.633333,119.016667,1
,CNHNH,Huanghua,Huanghua,ZJ,1-------,AS,1407,,,,,,1
,CNHUH,Huanghua Pt,Huanghua Pt,HE,1-------,AS,1601,,3821N 11721E,,38.350000,117.350000,1
,CNHGJ,Huangjiang,Huangjiang,GX,1-3-----,RL,0601,,2506N 10720E,,25.100000,107.333333,1
,CNHJI,Huangjiang,Huangjiang,GD,1-------,RL,1401,,,,,,1
,CNWCH,Huangpo,Huangpo,GD,1-------,AS,1407,,,,,,1
,CNHUN,Huangpu New Port,Huangpu New Port,GD,1-------,AS,1901,,2305N 11330E,,23.083333,113.500000,1
,CNHUA,Huangpu Pt,Huangpu Pt,GD,1-------,AS,1601,,,,,,1
,CNHAQ,Huangqi/Nanhai,Huangqi/Nanhai,GD,1-------,RL,1401,,,,,,1
,CNHSK,Huangsangkou,Huangsangkou,HB,1-------,RL,1401,,,,,,1
,CNHSI,Huangshi Pt,Huangshi Pt,HB,1-------,AS,1407,,3012N 11506E,,30.200000,115.100000,1
,CNANG,Huangxian,Huangxian,33,1----6--,RL,0901,,2933N 12134E,,29.550000,121.566667,1
,CNHYN,Huangyan,Huangyan,ZJ,1-34-6--,RL,0401,,2838N 12115E,,28.633333,121.250000,1
,CNHZO,Huangzhou,Huangzhou,HB,1-------,RL,1401,,,,,,1
,CNHNS,Huanshi,Huanshi,HB,1-------,RL,1401,,,,,,1
,CNHUS,Huashi,Huashi,JS,1-------,RL,1401,,,,,,1
,CNHUY,Huayang,Huayang,AH,1-------,RL,1401,,,,,,1
,CNHUE,Huchen,Huchen,ZJ,1-------,RL,1401,,,,,,1
,CNUIA,"Hui'an,Quanzhou","Hui'an,Quanzhou",FJ,123--6--,,2307,,2502N 11856E,,25.033333,118.933333,1
,CNHID,Huidong Pt,Huidong Pt,GD,1-------,AS,1407,,2259N 11442E,,22.983333,114.700000,1
,CNHIK,Huikou,Huikou,AH,1-------,RL,1401,,,,,,1
,CNHUI,Huizhou,Huizhou,GD,123-----,AS,2107,,2305N 11422E,,23.083333,114.366667,1
,CNHKU,Hukou,Hukou,JX,1-------,RL,1401,,,,,,1
,CNHLE,Hulan Ergi,Hulan Ergi,HL,1-------,RL,1401,,,,,,1
,CNHUL,Hulin,Hulin,HL,1------B,AS,1407,,4547N 13257E,,45.783333,132.950000,1
,CNHUD,Huludao,Huludao,LN,1234----,AS,2107,,4045N 12051E,,40.750000,120.850000,1
