level,region,county,storage_potential_all_mt,dsa_injection_rate_avg_mtpa,dsa_injection_rate_min_mtpa,dsa_injection_rate_max_mtpa,eor_injection_rate_avg_mtpa,eor_injection_rate_min_mtpa,eor_injection_rate_max_mtpa,screening_injection_capacity_mtpa,years_to_fill_at_avg_injection,source_url,evidence_grade,notes
county,Henan,Luanchuan District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Luolong District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Luoning County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Ruyang County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Song County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xigong District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xin'an County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Yanshi District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Yichuan County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Yiyang County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Linying County,829.82,12.91,,,0.0,,,12.91,64.27730441518203,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Wanyang County,1096.54,12.91,,,0.0,,,12.91,84.93725793958171,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Yancheng District,399.76,23.25,,,0.0,,,23.25,17.193978494623657,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Yuanhui District,472.87,12.91,,,0.0,,,12.91,36.6281951975213,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Zhaoling District,690.15,11.0,,,0.0,,,11.0,62.74090909090909,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Dengzhou City,1868.78,17.57,,,0.0,,,17.57,106.36198064883324,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Fangcheng County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Nanzhao County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Neixiang County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Sheqi County,246.23,14.28,,,0.0,,,14.28,17.242997198879554,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Tanghe County,5380.33,110.82,,,52.4,,,163.22,32.963668668055384,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Tongbai County,1192.35,124.67,,,48.13,,,172.8,6.90017361111111,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Wancheng District,2245.51,19.39,,,0.0,,,19.39,115.80763280041259,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Wolong District,563.51,16.77,,,0.0,,,16.77,33.60226595110316,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xixia County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xichuan County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xinye County,3671.68,32.68,,,52.4,,,85.08,43.15561824165491,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Zhenping County,37.73,9.41,,,0.0,,,9.41,4.009564293304995,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Baofeng County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Jia County,69.82,10.63,,,0.0,,,10.63,6.568203198494825,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Lushan County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Ruzhou,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Shilong District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Weidong District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Wugang,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xinhua District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Ye County,1434.32,23.0,,,0.0,,,23.0,62.36173913043478,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Zhanhe District,18.02,3.57,,,0.0,,,3.57,5.0476190476190474,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Fanxian,37.02,0.0,,,7.51,,,7.51,4.9294274300932095,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Hualong District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Nanle County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Puyang County,99.41,0.0,,,7.51,,,7.51,13.237017310252996,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Qingfeng County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Taizian County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Hubin District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Lingbao,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Lushi County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Mianchi County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Shanzhou District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Yima City,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Liangyuan District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Minquan County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Ningling County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Suining County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Suiningyang District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xiayi County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Yongcheng City,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Yucheng County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Zhecheng County,67.54,8.6,,,0.0,,,8.6,7.853488372093024,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Fengqiu County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Fengquan District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Hongqi District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Huixian,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,yuejia County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Muye District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Weibin District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Weihui,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xinxiang County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Yanjin County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Yuanyang County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Changyuan,0.04,0.0,,,7.51,,,7.51,0.005326231691078562,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Gu Shi County,1597.94,0.25,,,0.0,,,0.25,6391.76,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Guangshan County,180.36,0.01,,,0.0,,,0.01,18036.0,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Huaibin County,78.91,0.01,,,0.0,,,0.01,7890.999999999999,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Diaochuan County,343.81,0.01,,,0.0,,,0.01,34381.0,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Luoshan County,225.45,0.01,,,0.0,,,0.01,22545.0,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Pingqiao District,270.54,0.01,,,0.0,,,0.01,27054.0,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Shangcheng County,84.54,0.01,,,0.0,,,0.01,8454.0,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Shihe District,33.82,0.01,,,0.0,,,0.01,3382.0,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xi County,135.27,0.01,,,0.0,,,0.01,13527.0,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xin County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Jian'an District,332.18,10.63,,,0.0,,,10.63,31.249294449670742,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Weidu District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xiangcheng County,1131.63,16.48,,,0.0,,,16.48,68.66686893203884,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Yanling County,270.19,5.19,,,0.0,,,5.19,52.05973025048169,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Yuzhou City,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Changge City,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Dengfeng City,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Erqi District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Gongyi City,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Guancheng District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Huiji District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Jinshui District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,upblock,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xinmi City,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xinzheng City,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xingyang City,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Zhongmu County,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Zhongyuan District,0.0,0.0,,,0.0,,,0.0,inf,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Chuanhui District,303.92,12.9,,,0.0,,,12.9,23.559689922480622,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Dancheng County,1632.59,51.87,,,0.0,,,51.87,31.474648158858685,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Fugou County,135.07,4.3,,,0.0,,,4.3,31.411627906976744,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Huaiyang District,2335.89,27.3,,,0.0,,,27.3,85.56373626373626,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Luyi County,3895.65,37.98,,,0.0,,,37.98,102.57109004739337,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Shangshui County,3438.3,21.5,,,0.0,,,21.5,159.92093023255813,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Shenqiu County,3812.97,23.86,,,0.0,,,23.86,159.80595138306788,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Taikang County,303.92,8.6,,,0.0,,,8.6,35.33953488372094,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xihua County,637.14,12.97,,,0.0,,,12.97,49.12413261372397,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Xiangcheng,3539.98,21.84,,,5.63,,,27.47,128.86712777575536,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Uyang County,745.27,110.82,,,0.0,,,110.82,6.72504963003068,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Pingyi County,1084.11,18.87,,,0.0,,,18.87,57.45151033386327,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Chushan County,22.55,0.01,,,0.0,,,0.01,2255.0,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
county,Henan,Runan County,308.43,16.61,,,0.0,,,16.61,18.568934376881398,https://www.nature.com/articles/s41597-025-04875-3; https://doi.org/10.6084/m9.figshare.27646707,B,"County-level injection capacity; pressure interference, plume geometry, and well count still need reservoir simulation."
