year,region,product,grade,market_type,price_low_usd_per_kg,price_base_usd_per_kg,price_high_usd_per_kg,price_distribution,price_driver,volume_limit_t_per_year,source,notes,evidence_grade,source_url
2045,all,methane,grid_grade,china,0.55,1.45,3.1,triangular,china_2060_policy_backed_offtake,350000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2045,all,sustainable_aviation_fuel,astm_blending_component,china,2.0,5.4,10.5,triangular,china_2060_policy_backed_offtake,50000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2050,all,none,none,none,0.0,0.0,0.0,triangular,china_2060_policy_backed_offtake,0,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2050,all,carbonate_product,aggregate,china,0.018,0.065,0.135,triangular,china_2060_policy_backed_offtake,700000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2050,all,carbon_monoxide,chemical_grade,china,0.35,1.1,2.2,triangular,china_2060_policy_backed_offtake,35000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2050,all,methanol,chemical_grade,china,0.4,1.05,1.8,triangular,china_2060_policy_backed_offtake,180000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2050,all,formic_acid_equivalent,industrial_grade,china,0.95,2.2,3.9,triangular,china_2060_policy_backed_offtake,18000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2050,all,ethylene,polymer_grade,china,1.0,1.9,3.6,triangular,china_2060_policy_backed_offtake,45000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2050,all,methane,grid_grade,china,0.6,1.6,3.5,triangular,china_2060_policy_backed_offtake,350000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2050,all,sustainable_aviation_fuel,astm_blending_component,china,2.2,6.3,12.0,triangular,china_2060_policy_backed_offtake,60000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2055,all,none,none,none,0.0,0.0,0.0,triangular,china_2060_policy_backed_offtake,0,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2055,all,carbonate_product,aggregate,china,0.02,0.075,0.15,triangular,china_2060_policy_backed_offtake,700000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2055,all,carbon_monoxide,chemical_grade,china,0.38,1.2,2.4,triangular,china_2060_policy_backed_offtake,35000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2055,all,methanol,chemical_grade,china,0.42,1.12,1.95,triangular,china_2060_policy_backed_offtake,180000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2055,all,formic_acid_equivalent,industrial_grade,china,1.05,2.45,4.3,triangular,china_2060_policy_backed_offtake,18000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2055,all,ethylene,polymer_grade,china,1.05,2.1,4.0,triangular,china_2060_policy_backed_offtake,45000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2055,all,methane,grid_grade,china,0.65,1.75,3.8,triangular,china_2060_policy_backed_offtake,350000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2055,all,sustainable_aviation_fuel,astm_blending_component,china,2.3,6.8,13.0,triangular,china_2060_policy_backed_offtake,70000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2060,all,none,none,none,0.0,0.0,0.0,triangular,china_2060_policy_backed_offtake,0,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2060,all,carbonate_product,aggregate,china,0.022,0.085,0.165,triangular,china_2060_policy_backed_offtake,700000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2060,all,carbon_monoxide,chemical_grade,china,0.4,1.3,2.6,triangular,china_2060_policy_backed_offtake,35000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2060,all,methanol,chemical_grade,china,0.45,1.2,2.1,triangular,china_2060_policy_backed_offtake,180000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2060,all,formic_acid_equivalent,industrial_grade,china,1.1,2.7,4.7,triangular,china_2060_policy_backed_offtake,18000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2060,all,ethylene,polymer_grade,china,1.1,2.3,4.5,triangular,china_2060_policy_backed_offtake,45000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2060,all,methane,grid_grade,china,0.7,1.9,4.1,triangular,china_2060_policy_backed_offtake,350000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
2060,all,sustainable_aviation_fuel,astm_blending_component,china,2.4,7.2,14.0,triangular,china_2060_policy_backed_offtake,80000000,china2060_optimistic_effort,Optimistic policy-backed offtake scenario; not a commodity-price forecast.,C_scenario,https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?f=w&n=pet&s=eer_epjk_pf4_rgc_dpg; https://www.sciencedirect.com/science/article/pii/S0196890425008787
